llavehog,llaveviv,p2_8,folio,viv_sel,hogar,est_dis,upm_dis,fac_hog
6988011,698801,3,6988,1,1,49,666,2907
6989041,698904,1,6989,4,1,178,2085,2014
6990011,699001,3,6990,1,1,39,454,3356
6991041,699104,2,6991,4,1,80,1004,7094
6992051,699205,2,6992,5,1,184,2128,2779
6993041,699304,2,6993,4,1,93,1140,3966
6994081,699408,0,6994,8,1,187,2146,1688
6995051,699505,1,6995,5,1,44,504,2767
6996041,699604,1,6996,4,1,30,329,1661
6997071,699707,1,6997,7,1,52,772,1285
6998031,699803,1,6998,3,1,58,853,4768
6999021,699902,1,6999,2,1,108,1366,3059
7000021,700002,2,7000,2,1,86,1065,13704
7001031,700103,1,7001,3,1,30,350,1476
7002031,700203,1,7002,3,1,71,935,2985
7003061,700306,0,7003,6,1,20,224,779
7004021,700402,1,7004,2,1,29,321,1463
7005011,700501,1,7005,1,1,139,1627,1341
7006031,700603,1,7006,3,1,39,449,4091
7007051,700705,0,7007,5,1,9,82,2951
7008021,700802,1,7008,2,1,44,506,2740
7009171,700917,1,7009,17,1,70,932,2540
7010011,701001,0,7010,1,1,10,115,2825
7011031,701103,2,7011,3,1,49,670,2177
7012031,701203,3,7012,3,1,32,392,627
7013011,701301,1,7013,1,1,181,2094,2676
7014031,701403,1,7014,3,1,56,830,5624
7015021,701502,2,7015,2,1,53,783,1277
7016121,701612,1,7016,12,1,167,1975,636
7017041,701704,1,7017,4,1,87,1093,12542
7018051,701805,3,7018,5,1,108,1365,3062
7019041,701904,0,7019,4,1,107,1314,3142
7020041,702004,1,7020,4,1,183,2123,1910
7021161,702116,1,7021,16,1,166,1970,682
7022021,702202,3,7022,2,1,48,574,4103
7023051,702305,1,7023,5,1,132,1531,1998
7024021,702402,1,7024,2,1,18,215,673
7025011,702501,1,7025,1,1,30,326,1688
7026061,702606,3,7026,6,1,90,1116,3460
7027181,702718,2,7027,18,1,94,1150,839
7028091,702809,1,7028,9,1,137,1597,1065
7029151,702915,1,7029,15,1,149,1742,1939
7030051,703005,2,7030,5,1,139,1650,1051
7031011,703101,1,7031,1,1,50,740,2798
7032051,703205,2,7032,5,1,128,1510,1981
7033101,703310,3,7033,10,1,61,878,2843
7034041,703404,0,7034,4,1,77,970,8757
7035201,703520,1,7035,20,1,143,1680,2209
7036171,703617,1,7036,17,1,90,1114,10379
7037011,703701,0,7037,1,1,107,1306,3229
7038051,703805,4,7038,5,1,108,1363,3165
7039041,703904,0,7039,4,1,50,693,3642
7040011,704001,0,7040,1,1,108,1350,3315
7041011,704101,1,7041,1,1,85,1059,9177
7042161,704216,1,7042,16,1,67,920,1739
7043011,704301,1,7043,1,1,72,942,2549
7044161,704416,1,7044,16,1,39,447,4920
7045031,704503,2,7045,3,1,154,1817,2285
7046031,704603,1,7046,3,1,30,355,1437
7047191,704719,1,7047,19,1,136,1592,1094
7048051,704805,2,7048,5,1,75,963,13690
7049051,704905,1,7049,5,1,138,1609,1304
7050041,705004,2,7050,4,1,139,1636,1275
7051191,705119,2,7051,19,1,111,1381,3504
7052051,705205,1,7052,5,1,88,1106,5935
7053011,705301,2,7053,1,1,120,1424,5239
7054031,705403,1,7054,3,1,34,402,809
7055111,705511,1,7055,11,1,63,885,2839
7056051,705605,1,7056,5,1,182,2102,1987
7057101,705710,1,7057,10,1,67,921,1645
7058051,705805,1,7058,5,1,48,581,3904
7059051,705905,2,7059,5,1,185,2140,1353
7060021,706002,1,7060,2,1,45,522,3170
7061021,706102,1,7061,2,1,103,1226,1221
7062011,706201,4,7062,1,1,50,719,3305
7063051,706305,1,7063,5,1,122,1451,4613
7064011,706401,1,7064,1,1,107,1325,3020
7065011,706501,1,7065,1,1,140,1655,1467
7065012,706501,2,7065,1,2,140,1655,1467
7066021,706602,2,7066,2,1,92,1135,3838
7066022,706602,1,7066,2,2,92,1135,3838
7067041,706704,2,7067,4,1,117,1410,5193
7068141,706814,1,7068,14,1,185,2140,1353
7069031,706903,2,7069,3,1,175,2055,6159
7070201,707020,1,7070,20,1,101,1216,1115
7071031,707103,1,7071,3,1,48,575,4004
7072081,707208,1,7072,8,1,135,1585,1797
7073051,707305,1,7073,5,1,16,166,699
7074161,707416,1,7074,16,1,166,1971,658
7075031,707503,2,7075,3,1,55,824,1339
7076021,707602,2,7076,2,1,132,1549,1457
7077121,707712,3,7077,12,1,173,2040,4785
7078021,707802,2,7078,2,1,45,518,3379
7079041,707904,3,7079,4,1,50,734,2939
7080031,708003,2,7080,3,1,90,1117,3299
7081121,708112,4,7081,12,1,159,1843,2250
7082181,708218,1,7082,18,1,101,1219,985
7083021,708302,2,7083,2,1,98,1191,1349
7084051,708405,4,7084,5,1,73,951,2393
7085011,708501,2,7085,1,1,85,1050,11321
7086011,708601,1,7086,1,1,49,620,4040
7087031,708703,4,7087,3,1,9,85,2808
7088051,708805,3,7088,5,1,86,1083,9428
7089051,708905,1,7089,5,1,4,21,1259
7090021,709002,2,7090,2,1,34,402,809
7091031,709103,0,7091,3,1,29,315,1574
7092181,709218,2,7092,18,1,187,2145,1691
7093091,709309,1,7093,9,1,178,2085,2014
7094021,709402,1,7094,2,1,173,2040,4785
7095031,709503,1,7095,3,1,109,1372,3454
7096011,709601,2,7096,1,1,139,1636,1275
7097011,709701,2,7097,1,1,179,2090,1761
7098021,709802,1,7098,2,1,44,499,2863
7099041,709904,3,7099,4,1,150,1759,2444
7100121,710012,1,7100,12,1,100,1214,1363
7101121,710112,1,7101,12,1,166,1970,682
7102071,710207,1,7102,7,1,187,2149,1504
7103031,710303,4,7103,3,1,132,1541,1625
7104031,710403,2,7104,3,1,142,1677,2524
7105121,710512,0,7105,12,1,52,773,1281
7106051,710605,3,7106,5,1,18,207,769
7107151,710715,1,7107,15,1,111,1384,3206
7108141,710814,0,7108,14,1,111,1380,3726
7109111,710911,1,7109,11,1,70,931,3702
7110011,711001,2,7110,1,1,50,699,3527
7111041,711104,1,7111,4,1,105,1247,2799
7112011,711201,2,7112,1,1,5,37,1190
7113031,711303,0,7113,3,1,162,1905,1472
7114181,711418,1,7114,18,1,143,1681,2188
7115031,711503,1,7115,3,1,55,823,1352
7116041,711604,1,7116,4,1,143,1680,2209
7117041,711704,2,7117,4,1,84,1026,8028
7118091,711809,0,7118,9,1,52,771,1323
7119171,711917,1,7119,17,1,155,1823,414
7120011,712001,2,7120,1,1,50,735,2939
7121051,712105,1,7121,5,1,173,2039,5218
7122011,712201,1,7122,1,1,132,1535,1754
7123041,712304,0,7123,4,1,49,657,3118
7124041,712404,1,7124,4,1,92,1128,5229
7125201,712520,2,7125,20,1,81,1017,6441
7126151,712615,2,7126,15,1,67,918,1831
7127041,712704,1,7127,4,1,45,532,2963
7128091,712809,1,7128,9,1,149,1741,2121
7129061,712906,0,7129,6,1,75,964,4181
7130051,713005,1,7130,5,1,60,872,6960
7131011,713101,1,7131,1,1,44,507,2734
7132011,713201,1,7132,1,1,169,2009,946
7133201,713320,1,7133,20,1,154,1814,2660
7134011,713401,2,7134,1,1,169,1981,1279
7135041,713504,2,7135,4,1,119,1418,3737
7136041,713604,3,7136,4,1,94,1144,3862
7137051,713705,2,7137,5,1,184,2137,2052
7138181,713818,2,7138,18,1,90,1115,3760
7139041,713904,1,7139,4,1,31,380,1789
7140021,714002,2,7140,2,1,176,2070,6286
7141181,714118,0,7141,18,1,111,1383,3212
7142011,714201,1,7142,1,1,98,1188,1412
7143051,714305,1,7143,5,1,78,971,15130
7144151,714415,1,7144,15,1,130,1516,1778
7145011,714501,2,7145,1,1,49,633,3737
7146171,714617,2,7146,17,1,21,229,690
7147051,714705,0,7147,5,1,175,2059,5427
7148161,714816,2,7148,16,1,3,8,1437
7149161,714916,0,7149,16,1,21,225,1029
7150121,715012,0,7150,12,1,136,1590,1225
7151061,715106,0,7151,6,1,142,1677,2524
7152111,715211,1,7152,11,1,173,2043,4521
7153051,715305,2,7153,5,1,87,1100,11129
7154021,715402,2,7154,2,1,30,355,1437
7155011,715501,3,7155,1,1,59,867,4931
7156171,715617,2,7156,17,1,27,276,1431
7157011,715701,1,7157,1,1,24,262,629
7158011,715801,2,7158,1,1,10,100,3332
7159041,715904,1,7159,4,1,162,1854,1989
7160031,716003,1,7160,3,1,72,940,2912
7161051,716105,2,7161,5,1,23,234,961
7162201,716220,1,7162,20,1,111,1383,3212
7163021,716302,2,7163,2,1,50,697,3527
7164031,716403,1,7164,3,1,145,1700,2768
7165041,716504,2,7165,4,1,16,173,626
7166051,716605,1,7166,5,1,57,834,19030
7167171,716717,1,7167,17,1,21,227,882
7168031,716803,1,7168,3,1,50,717,3323
7169021,716902,2,7169,2,1,182,2101,2002
7170041,717004,2,7170,4,1,58,840,6057
7171181,717118,4,7171,18,1,67,920,1739
7172041,717204,3,7172,4,1,36,440,645
7173051,717305,1,7173,5,1,180,2092,2522
7174181,717418,1,7174,18,1,13,146,496
7175011,717501,1,7175,1,1,132,1549,1457
7176031,717603,1,7176,3,1,103,1230,1147
7177031,717703,1,7177,3,1,87,1098,11415
7178011,717801,4,7178,1,1,17,185,724
7179081,717908,1,7179,8,1,111,1384,3206
7180131,718013,1,7180,13,1,94,1147,957
7181201,718120,3,7181,20,1,136,1588,1337
7182051,718205,3,7182,5,1,125,1467,2137
7183131,718313,3,7183,13,1,110,1377,3890
7184011,718401,2,7184,1,1,162,1858,1927
7185051,718505,2,7185,5,1,100,1211,1520
7186031,718603,4,7186,3,1,164,1954,2022
7187011,718701,2,7187,1,1,172,2038,7996
7188031,718803,1,7188,3,1,189,2163,1150
7189011,718901,2,7189,1,1,45,537,383
7190041,719004,0,7190,4,1,49,611,4288
7191041,719104,1,7191,4,1,60,874,6586
7192031,719203,1,7192,3,1,139,1622,1404
7193051,719305,5,7193,5,1,139,1651,1027
7194161,719416,0,7194,16,1,39,452,3699
7195011,719501,3,7195,1,1,155,1819,1628
7196021,719602,1,7196,2,1,71,938,2501
7197031,719703,1,7197,3,1,30,338,1543
7198091,719809,1,7198,9,1,160,1847,1348
7199081,719908,0,7199,8,1,71,938,2501
7200051,720005,2,7200,5,1,131,1527,1108
7201021,720102,4,7201,2,1,17,195,641
7202141,720214,0,7202,14,1,28,277,1380
7203161,720316,1,7203,16,1,136,1589,1281
7204161,720416,2,7204,16,1,155,1819,1628
7205021,720502,3,7205,2,1,49,616,4160
7206021,720602,1,7206,2,1,121,1446,3141
7207021,720702,2,7207,2,1,103,1230,1147
7208011,720801,2,7208,1,1,9,77,3152
7209091,720909,0,7209,9,1,136,1591,1218
7210161,721016,0,7210,16,1,160,1846,1388
7211021,721102,3,7211,2,1,18,213,721
7212201,721220,1,7212,20,1,116,1409,5069
7213041,721304,1,7213,4,1,49,649,3262
7214181,721418,3,7214,18,1,52,772,1285
7215161,721516,1,7215,16,1,21,226,887
7216051,721605,2,7216,5,1,168,1978,1324
7217191,721719,1,7217,19,1,1,3,848
7218041,721804,1,7218,4,1,103,1239,952
7219111,721911,1,7219,11,1,94,1150,839
7220041,722004,0,7220,4,1,49,625,3906
7221071,722107,1,7221,7,1,90,1114,10379
7222011,722201,2,7222,1,1,144,1687,3018
7223031,722303,0,7223,3,1,140,1661,1382
7224031,722403,0,7224,3,1,50,687,3768
7225021,722502,0,7225,2,1,25,268,805
7226021,722602,1,7226,2,1,54,800,1335
7227051,722705,1,7227,5,1,15,159,501
7228051,722805,1,7228,5,1,132,1557,1153
7229081,722908,2,7229,8,1,39,455,3338
7230041,723004,0,7230,4,1,98,1200,820
7231061,723106,0,7231,6,1,153,1809,2602
7232091,723209,1,7232,9,1,173,2042,4624
7233021,723302,1,7233,2,1,137,1598,1015
7234111,723411,0,7234,11,1,160,1847,1348
7235011,723501,2,7235,1,1,140,1665,1274
7236071,723607,0,7236,7,1,109,1373,2841
7237161,723716,4,7237,16,1,117,1412,4714
7238161,723816,2,7238,16,1,159,1842,2431
7239021,723902,2,7239,2,1,94,1142,4217
7240131,724013,1,7240,13,1,89,1113,3095
7241051,724105,1,7241,5,1,108,1335,3714
7242011,724201,1,7242,1,1,73,948,2562
7242012,724201,2,7242,1,2,73,948,2562
7243211,724321,2,7243,21,1,71,935,2985
7244201,724420,2,7244,20,1,159,1842,2431
7245011,724501,2,7245,1,1,114,1401,3180
7246191,724619,1,7246,19,1,8,62,1927
7247041,724704,1,7247,4,1,108,1354,3285
7248191,724819,2,7248,19,1,88,1106,5935
7249091,724909,1,7249,9,1,116,1409,5069
7250051,725005,2,7250,5,1,139,1632,1299
7251051,725105,1,7251,5,1,46,546,3168
7252111,725211,3,7252,11,1,178,2085,2014
7253011,725301,1,7253,1,1,34,410,730
7254101,725410,1,7254,10,1,88,1110,4468
7255021,725502,1,7255,2,1,29,302,1646
7256041,725604,3,7256,4,1,106,1257,3722
7257011,725701,0,7257,1,1,133,1567,1668
7258071,725807,3,7258,7,1,125,1465,3729
7259041,725904,1,7259,4,1,40,462,4234
7260041,726004,1,7260,4,1,113,1397,2146
7261041,726104,2,7261,4,1,107,1305,3233
7262031,726203,1,7262,3,1,149,1742,1939
7263081,726308,2,7263,8,1,2,6,392
7264021,726402,2,7264,2,1,140,1671,1030
7265021,726502,1,7265,2,1,30,354,1444
7266021,726602,3,7266,2,1,65,895,3954
7267021,726702,1,7267,2,1,55,821,1377
7268041,726804,1,7268,4,1,126,1472,2162
7269051,726905,1,7269,5,1,184,2132,2516
7270021,727002,1,7270,2,1,21,228,784
7271101,727110,1,7271,10,1,167,1974,661
7272041,727204,0,7272,4,1,6,45,1681
7273051,727305,0,7273,5,1,152,1805,1980
7274051,727405,1,7274,5,1,30,331,1626
7275021,727502,1,7275,2,1,5,28,1464
7276041,727604,1,7276,4,1,136,1592,1094
7277081,727708,1,7277,8,1,148,1738,2836
7278011,727801,2,7278,1,1,89,1112,3110
7279051,727905,2,7279,5,1,106,1282,3165
7280031,728003,3,7280,3,1,162,1885,1657
7281031,728103,2,7281,3,1,176,2073,5822
7282021,728202,2,7282,2,1,141,1673,2831
7283141,728314,1,7283,14,1,39,450,4023
7284111,728411,2,7284,11,1,14,148,833
7285011,728501,2,7285,1,1,169,2004,991
7286011,728601,2,7286,1,1,182,2100,2028
7287021,728702,1,7287,2,1,3,7,1634
7288011,728801,4,7288,1,1,169,2007,986
7289151,728915,3,7289,15,1,167,1975,636
7290041,729004,1,7290,4,1,98,1187,1422
7291051,729105,2,7291,5,1,133,1566,1721
7292071,729207,2,7292,7,1,159,1842,2431
7293041,729304,3,7293,4,1,23,241,794
7294061,729406,1,7294,6,1,129,1514,2031
7295021,729502,1,7295,2,1,164,1955,2022
7296051,729605,2,7296,5,1,118,1415,5024
7297011,729701,0,7297,1,1,117,1412,4714
7298021,729802,0,7298,2,1,150,1743,3025
7299011,729901,0,7299,1,1,170,2023,991
7300101,730010,2,7300,10,1,155,1819,1628
7301011,730101,2,7301,1,1,106,1290,2978
7302041,730204,2,7302,4,1,10,98,3467
7303041,730304,1,7303,4,1,16,164,751
7304011,730401,2,7304,1,1,30,340,1528
7305011,730501,2,7305,1,1,143,1681,2188
7306041,730604,1,7306,4,1,131,1521,1873
7307051,730705,1,7307,5,1,103,1236,1037
7308011,730801,1,7308,1,1,18,218,383
7309011,730901,1,7309,1,1,108,1359,3239
7310021,731002,2,7310,2,1,98,1196,1206
7311161,731116,1,7311,16,1,185,2138,1543
7312021,731202,2,7312,2,1,131,1524,1703
7313051,731305,0,7313,5,1,49,611,4288
7314011,731401,3,7314,1,1,106,1266,3387
7315031,731503,1,7315,3,1,11,127,3038
7316011,731601,1,7316,1,1,29,322,1449
7317131,731713,0,7317,13,1,71,938,2501
7318011,731801,2,7318,1,1,100,1212,1495
7319031,731903,1,7319,3,1,54,804,1326
7320191,732019,1,7320,19,1,33,395,576
7321011,732101,1,7321,1,1,155,1823,414
7322021,732202,0,7322,2,1,162,1860,1895
7323051,732305,1,7323,5,1,139,1631,1302
7324021,732402,1,7324,2,1,85,1052,10908
7325041,732504,1,7325,4,1,147,1736,2632
7326121,732612,0,7326,12,1,67,920,1739
7327031,732703,1,7327,3,1,99,1201,1987
7328121,732812,1,7328,12,1,179,2089,1807
7329021,732902,1,7329,2,1,45,531,2980
7330191,733019,1,7330,19,1,155,1822,916
7331091,733109,2,7331,9,1,172,2035,8923
7332031,733203,1,7332,3,1,4,18,1287
7333051,733305,1,7333,5,1,138,1608,1310
7334011,733401,2,7334,1,1,132,1552,1391
7335011,733501,1,7335,1,1,73,946,2962
7336121,733612,1,7336,12,1,153,1811,2396
7337141,733714,2,7337,14,1,141,1675,2637
7338191,733819,2,7338,19,1,129,1513,2829
7339021,733902,1,7339,2,1,118,1414,5277
7340141,734014,1,7340,14,1,52,770,1405
7341011,734101,1,7341,1,1,169,1999,1031
7342121,734212,1,7342,12,1,141,1674,2757
7343191,734319,1,7343,19,1,42,481,3354
7344011,734401,2,7344,1,1,190,2167,2292
7345051,734505,2,7345,5,1,31,381,1786
7346111,734611,1,7346,11,1,39,456,3330
7347041,734704,1,7347,4,1,52,770,1405
7348041,734804,1,7348,4,1,173,2041,4774
7349041,734904,1,7349,4,1,108,1334,3801
7350031,735003,1,7350,3,1,85,1045,11921
7351021,735102,0,7351,2,1,35,422,801
7352031,735203,1,7352,3,1,164,1960,1830
7353071,735307,1,7353,7,1,112,1387,3229
7354031,735403,4,7354,3,1,163,1919,1901
7355041,735504,0,7355,4,1,111,1379,3848
7356191,735619,2,7356,19,1,8,63,1922
7357101,735710,1,7357,10,1,94,1147,957
7358041,735804,1,7358,4,1,86,1083,9428
7359021,735902,1,7359,2,1,9,65,3558
7360021,736002,3,7360,2,1,144,1687,3018
7361011,736101,2,7361,1,1,10,99,3348
7362081,736208,0,7362,8,1,118,1414,5277
7363171,736317,1,7363,17,1,153,1811,2396
7364141,736414,1,7364,14,1,20,223,797
7365051,736505,1,7365,5,1,90,1114,10379
7366121,736612,1,7366,12,1,185,2141,1249
7367021,736702,1,7367,2,1,10,113,2846
7368051,736805,1,7368,5,1,145,1707,2602
7369041,736904,1,7369,4,1,152,1802,2095
7370011,737001,2,7370,1,1,88,1110,4468
7371021,737102,5,7371,2,1,176,2068,6800
7372031,737203,0,7372,3,1,185,2139,1468
7373101,737310,3,7373,10,1,136,1589,1281
7374031,737403,2,7374,3,1,145,1712,2503
7375051,737505,2,7375,5,1,10,120,2739
7376051,737605,1,7376,5,1,103,1228,1175
7377031,737703,1,7377,3,1,132,1557,1153
7378081,737808,0,7378,8,1,37,444,3822
7379011,737901,2,7379,1,1,9,81,2980
7380151,738015,0,7380,15,1,94,1149,884
7381051,738105,0,7381,5,1,9,65,3558
7382011,738201,1,7382,1,1,55,827,1261
7383021,738302,2,7383,2,1,17,189,691
7384011,738401,2,7384,1,1,78,971,15130
7385121,738512,2,7385,12,1,76,968,7378
7386011,738601,3,7386,1,1,49,674,1437
7387051,738705,2,7387,5,1,108,1346,3360
7388141,738814,2,7388,14,1,57,836,4721
7389011,738901,2,7389,1,1,163,1929,1777
7390171,739017,2,7390,17,1,100,1214,1363
7391201,739120,2,7391,20,1,167,1974,661
7392051,739205,2,7392,5,1,11,127,3038
7393041,739304,0,7393,4,1,143,1678,2442
7394061,739406,2,7394,6,1,12,143,609
7395031,739503,1,7395,3,1,87,1091,13147
7396071,739607,1,7396,7,1,160,1848,1343
7397021,739702,1,7397,2,1,97,1176,1281
7398121,739812,2,7398,12,1,179,2090,1761
7399011,739901,3,7399,1,1,67,920,1739
7400051,740005,1,7400,5,1,30,333,1615
7401031,740103,1,7401,3,1,97,1164,1770
7401032,740103,2,7401,3,2,97,1164,1770
7402081,740208,2,7402,8,1,32,390,691
7403041,740304,0,7403,4,1,29,323,1414
7404061,740406,1,7404,6,1,14,148,833
7405011,740501,1,7405,1,1,189,2160,1184
7406041,740604,2,7406,4,1,35,428,749
7407011,740701,1,7407,1,1,145,1715,2472
7408111,740811,1,7408,11,1,135,1584,1829
7409041,740904,1,7409,4,1,136,1588,1337
7410041,741004,3,7410,4,1,139,1630,1306
7411021,741102,3,7411,2,1,164,1954,2022
7412011,741201,2,7412,1,1,152,1803,2091
7413031,741303,2,7413,3,1,59,861,5503
7414171,741417,0,7414,17,1,62,880,3244
7415191,741519,1,7415,19,1,67,921,1645
7416201,741620,0,7416,20,1,147,1737,2630
7417031,741703,1,7417,3,1,103,1228,1175
7418051,741805,1,7418,5,1,48,560,5197
7419051,741905,4,7419,5,1,46,539,4137
7420161,742016,1,7420,16,1,52,770,1405
7421041,742104,2,7421,4,1,139,1635,1284
7422031,742203,1,7422,3,1,34,404,786
7423051,742305,1,7423,5,1,48,569,4262
7424011,742401,2,7424,1,1,49,661,3053
7425041,742504,1,7425,4,1,161,1849,2520
7426071,742607,1,7426,7,1,75,965,3506
7427021,742702,2,7427,2,1,50,702,3527
7428031,742803,1,7428,3,1,11,138,2175
7429021,742902,1,7429,2,1,187,2146,1688
7430051,743005,1,7430,5,1,169,1981,1279
7431041,743104,0,7431,4,1,37,443,3934
7432041,743204,2,7432,4,1,48,590,3550
7433131,743313,2,7433,13,1,52,774,1138
7434031,743403,4,7434,3,1,170,2017,1113
7435011,743501,2,7435,1,1,137,1593,1069
7436071,743607,2,7436,7,1,14,149,796
7437041,743704,2,7437,4,1,41,475,4150
7438021,743802,3,7438,2,1,133,1566,1721
7439021,743902,2,7439,2,1,13,145,2797
7440011,744001,2,7440,1,1,150,1749,2621
7441011,744101,1,7441,1,1,86,1083,9428
7442141,744214,1,7442,14,1,63,884,3037
7443051,744305,0,7443,5,1,58,842,5870
7444041,744404,2,7444,4,1,49,659,3093
7445031,744503,4,7445,3,1,59,858,6443
7446021,744602,1,7446,2,1,175,2062,5212
7447051,744705,4,7447,5,1,49,670,2177
7448011,744801,0,7448,1,1,137,1599,1009
7449021,744902,1,7449,2,1,15,159,501
7450041,745004,0,7450,4,1,62,879,3249
7451041,745104,1,7451,4,1,139,1631,1302
7452021,745202,2,7452,2,1,49,673,1454
7453131,745313,2,7453,13,1,32,392,627
7454031,745403,3,7454,3,1,169,1980,1299
7455131,745513,1,7455,13,1,56,832,4770
7456051,745605,3,7456,5,1,145,1711,2513
7457051,745705,1,7457,5,1,101,1218,1072
7458041,745804,1,7458,4,1,169,1980,1299
7459071,745907,2,7459,7,1,149,1740,2152
7460041,746004,4,7460,4,1,127,1479,1952
7461041,746104,2,7461,4,1,117,1412,4714
7462021,746202,0,7462,2,1,73,946,2962
7463021,746302,1,7463,2,1,49,603,5130
7464141,746414,1,7464,14,1,68,927,1392
7465051,746505,2,7465,5,1,85,1058,9709
7466041,746604,1,7466,4,1,67,916,1831
7467041,746704,2,7467,4,1,87,1094,12086
7468011,746801,3,7468,1,1,35,427,768
7469051,746905,0,7469,5,1,28,277,1380
7470041,747004,1,7470,4,1,85,1039,12518
7471021,747102,2,7471,2,1,13,147,488
7472051,747205,1,7472,5,1,172,2036,8005
7473141,747314,1,7473,14,1,148,1739,2513
7473142,747314,1,7473,14,2,148,1739,2513
7474201,747420,1,7474,20,1,160,1845,1479
7475011,747501,1,7475,1,1,162,1856,1976
7476011,747601,2,7476,1,1,58,843,5596
7477081,747708,1,7477,8,1,129,1514,2031
7478171,747817,1,7478,17,1,33,394,835
7479021,747902,3,7479,2,1,103,1236,1037
7480051,748005,1,7480,5,1,131,1520,2107
7481021,748102,1,7481,2,1,139,1641,1237
7482041,748204,4,7482,4,1,100,1210,1538
7483021,748302,2,7483,2,1,108,1351,3297
7484031,748403,1,7484,3,1,49,618,4123
7485071,748507,1,7485,7,1,14,148,833
7486021,748602,1,7486,2,1,34,399,908
7487161,748716,2,7487,16,1,83,1024,5447
7488041,748804,2,7488,4,1,92,1132,4321
7489021,748902,1,7489,2,1,156,1826,2011
7490031,749003,1,7490,3,1,136,1592,1094
7491011,749101,1,7491,1,1,187,2147,1565
7492011,749201,0,7492,1,1,87,1094,12086
7493041,749304,2,7493,4,1,154,1817,2285
7494051,749405,2,7494,5,1,142,1676,2626
7495101,749510,3,7495,10,1,116,1406,6756
7496031,749603,1,7496,3,1,63,888,2579
7497041,749704,1,7497,4,1,48,580,3906
7498131,749813,1,7498,13,1,137,1600,973
7499111,749911,1,7499,11,1,125,1467,2137
7500051,750005,6,7500,5,1,11,123,3224
7501131,750113,1,7501,13,1,174,2047,5218
7502051,750205,1,7502,5,1,120,1421,5724
7503081,750308,0,7503,8,1,14,149,796
7504021,750402,1,7504,2,1,29,289,1737
7505031,750503,1,7505,3,1,86,1088,4697
7506191,750619,2,7506,19,1,37,442,5052
7507081,750708,1,7507,8,1,37,442,5052
7508141,750814,2,7508,14,1,105,1250,2996
7509051,750905,1,7509,5,1,85,1038,12598
7510151,751015,1,7510,15,1,137,1600,973
7511051,751105,1,7511,5,1,48,600,2328
7512031,751203,1,7512,3,1,50,750,2094
7513041,751304,2,7513,4,1,50,696,3566
7514121,751412,2,7514,12,1,155,1820,1502
7515031,751503,0,7515,3,1,17,189,691
7516041,751604,1,7516,4,1,97,1158,1598
7517041,751704,1,7517,4,1,30,328,1671
7518011,751801,1,7518,1,1,85,1037,12706
7519011,751901,2,7519,1,1,107,1310,3190
7520131,752013,2,7520,13,1,187,2144,1720
7521121,752112,2,7521,12,1,173,2042,4624
7522031,752203,1,7522,3,1,87,1100,11129
7522032,752203,1,7522,3,2,87,1100,11129
7522033,752203,2,7522,3,3,87,1100,11129
7523041,752304,1,7523,4,1,165,1964,1215
7524021,752402,2,7524,2,1,146,1731,3077
7525011,752501,3,7525,1,1,54,816,1239
7526031,752603,2,7526,3,1,78,971,15130
7527171,752717,1,7527,17,1,160,1846,1388
7528111,752811,1,7528,11,1,75,965,3506
7529021,752902,1,7529,2,1,164,1953,2054
7530041,753004,1,7530,4,1,107,1331,2406
7531121,753112,1,7531,12,1,20,222,977
7532161,753216,1,7532,16,1,94,1151,720
7533041,753304,1,7533,4,1,46,545,3255
7534031,753403,1,7534,3,1,6,47,1535
7535061,753506,2,7535,6,1,32,393,610
7536011,753601,0,7536,1,1,179,2089,1807
7537011,753701,2,7537,1,1,92,1133,4201
7538041,753804,1,7538,4,1,85,1043,12201
7539041,753904,2,7539,4,1,156,1834,771
7540011,754001,1,7540,1,1,18,219,176
7541011,754101,1,7541,1,1,49,605,4730
7542191,754219,1,7542,19,1,94,1151,720
7543041,754304,1,7543,4,1,31,381,1786
7544031,754403,0,7544,3,1,104,1241,1027
7545041,754504,0,7545,4,1,67,922,1613
7546041,754604,0,7546,4,1,113,1388,3090
7547011,754701,0,7547,1,1,35,428,749
7548031,754803,0,7548,3,1,44,508,2710
7549181,754918,3,7549,18,1,136,1591,1218
7550041,755004,1,7550,4,1,11,138,2175
7551011,755101,1,7551,1,1,163,1931,1766
7552051,755205,1,7552,5,1,50,745,2439
7553031,755303,1,7553,3,1,50,701,3527
7554031,755403,2,7554,3,1,174,2046,5443
7555031,755503,2,7555,3,1,163,1945,1669
7556191,755619,0,7556,19,1,32,391,636
7557041,755704,2,7557,4,1,162,1867,1798
7558011,755801,1,7558,1,1,106,1284,3150
7559031,755903,2,7559,3,1,50,745,2439
7560151,756015,1,7560,15,1,67,921,1645
7561121,756112,1,7561,12,1,125,1468,1809
7562051,756205,1,7562,5,1,85,1052,10908
7563141,756314,1,7563,14,1,125,1467,2137
7564171,756417,1,7564,17,1,111,1380,3726
7565011,756501,2,7565,1,1,30,354,1444
7566041,756604,0,7566,4,1,133,1561,1831
7567041,756704,0,7567,4,1,48,589,3580
7568051,756805,2,7568,5,1,150,1754,2570
7569051,756905,1,7569,5,1,57,838,3502
7570011,757001,1,7570,1,1,121,1448,1033
7571021,757102,1,7571,2,1,35,421,807
7572011,757201,0,7572,1,1,21,228,784
7573091,757309,1,7573,9,1,187,2148,1543
7574081,757408,2,7574,8,1,67,921,1645
7575041,757504,1,7575,4,1,173,2040,4785
