[2026-02-12 23:04:17] | APROBADO | 100 | 0.16 | 15000.0 | Negocio
[2026-05-10 11:36:38] | RECHAZADO | 31 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 27 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 10 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 28 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 81 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 98 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 52 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 52 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 15 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 0 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 87 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 52 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 11 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 39 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 8 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 22 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 30 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 87 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 95 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 53 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 71 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 61 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 96 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 26 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 56 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 75 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 54 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 53 | 0.30 | 5040.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 27 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 27 | 0.30 | 9000.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 71 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 0 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 83 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 53 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 11 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 25 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 30 | 0.30 | 9000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 17 | 0.30 | 12000.0 | Negocio
[2026-05-10 11:36:38] | RECHAZADO | 4 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 57 | 0.30 | 12000.0 | Negocio
[2026-05-10 11:36:38] | APROBADO | 86 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 10 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 40 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 90 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 52 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 85 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 100 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 85 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 53 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 42 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 0 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 29 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 57 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 7 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 61 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 46 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 31 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 69 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 42 | 0.30 | 9000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 43 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 66 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 80 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 39 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 54 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 98 | 0.30 | 12000.0 | Negocio
[2026-05-10 11:36:38] | APROBADO | 84 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 17 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 57 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 13 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 30 | 0.30 | 9000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 57 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 98 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 52 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 59 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 46 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 21 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 22 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 10 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 47 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 10 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 56 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 42 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 23 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 25 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 86 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 32 | 0.30 | 9000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 13 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 43 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 45 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 14 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 55 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 59 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 26 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 98 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 96 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 66 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 45 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 100 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 29 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 54 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 53 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 30 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 47 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 12 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 31 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 16 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 38 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 0 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 13 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 43 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 43 | 0.30 | 4500.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 44 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 54 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 31 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 32 | 0.30 | 5400.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 47 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 98 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 0 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 7 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 97 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 41 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 36 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 45 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 48 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 82 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 41 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 29 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 39 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 100 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 44 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 12 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 12 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 0 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 55 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 88 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 93 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 56 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 28 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 27 | 0.30 | 5400.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 64 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 41 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 9 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 25 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 28 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 100 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 73 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 41 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 87 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 37 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 69 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 12 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | APROBADO | 90 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 0 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 0 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | REVISION_MANUAL | 68 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 1 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:38] | RECHAZADO | 39 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 79 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 67 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 45 | 0.30 | 1800.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 67 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 56 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 85 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 68 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 49 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 52 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 32 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 52 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 30 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 42 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 12 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 72 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 57 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 59 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 8 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 30 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 97 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 40 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 50 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 13 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 39 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 17 | 0.30 | 3600.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 100 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 98 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 98 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 44 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 71 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 7 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 24 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 74 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 6 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 55 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 20 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 88 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 7 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 46 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 100 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 51 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 32 | 0.30 | 7200.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 25 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 70 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 41 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 59 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 8 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 23 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 24 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 100 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 11 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 13 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 100 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 99 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 55 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 30 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 100 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 58 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 44 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 44 | 0.30 | 5400.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 84 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 24 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 49 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 43 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 59 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 84 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 52 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 86 | 0.30 | 5400.0 | Negocio
[2026-05-10 11:36:39] | REVISION_MANUAL | 71 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 13 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 93 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 29 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 57 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 27 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 64 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 92 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 13 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 37 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 43 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 38 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 88 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 64 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 45 | 0.30 | 7200.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 41 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 57 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 40 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 47 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 57 | 0.30 | 12000.0 | Negocio
[2026-05-10 11:36:39] | RECHAZADO | 11 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 0 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 100 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 13 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 45 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 12 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 25 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 19 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 98 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 54 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 13 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 26 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 38 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 9 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 50 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 8 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 57 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 87 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 41 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 49 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 85 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 12 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 0 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 96 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 51 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 27 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 47 | 0.30 | 9000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 15 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 45 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 41 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 0 | 0.30 | 3240.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 28 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 28 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 23 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 28 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 27 | 0.30 | 9000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 84 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 61 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 46 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 32 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 13 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 22 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 35 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 85 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 6 | 0.30 | 12000.0 | Negocio
[2026-05-10 11:36:39] | RECHAZADO | 38 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 21 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 0 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 28 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 58 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 23 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 53 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 12 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 24 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 41 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 62 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 57 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 46 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 80 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | REVISION_MANUAL | 66 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 28 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 28 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | RECHAZADO | 42 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 82 | 0.30 | 10000.0 | Consumo
[2026-05-10 11:36:39] | APROBADO | 83 | 0.30 | 10000.0 | Consumo
