llaveviv,p0_1,p0_2,p0_3,p0_4_1,p0_4_1a,p0_4_2,p0_4_2a,p1_1,p1_2,p1_3,folio,viv_sel,ent,tloc,region,est_dis,upm_dis,fac_viv
36001,1,1,1,2,,1,1,2,1,,360,1,3,1,1,15,158,561
36104,1,2,1,2,,1,1,1,1,,361,4,15,1,5,85,1057,9893
36201,2,3,1,2,,1,1,2,1,,362,1,23,1,6,134,1577,1657
36304,1,2,1,1,2,2,,4,1,,363,4,13,3,5,68,928,1288
36401,4,6,2,1,1,1,1,5,1,,364,1,24,1,2,140,1657,1429
36516,1,1,0,2,,1,2,4,1,,365,16,12,3,6,61,878,2843
36616,3,4,1,1,1,1,1,3,1,,366,16,28,4,2,160,1848,1343
36705,1,4,1,1,1,1,1,2,1,,367,5,32,1,3,190,2170,1959
36812,2,5,1,1,1,1,1,2,1,,368,12,15,3,5,81,1018,5909
36912,2,3,0,2,,2,,3,1,,369,12,7,4,6,39,455,3338
37002,2,3,1,2,,2,,4,1,,370,2,10,4,1,52,774,1138
37103,2,3,1,1,1,1,1,4,1,,371,3,14,2,3,75,966,3387
37202,3,5,1,2,,2,,3,1,,372,2,9,1,4,49,619,4117
37302,4,5,1,1,1,1,1,7,1,,373,2,14,1,3,78,980,9014
37401,2,4,1,1,1,1,1,5,1,,374,1,28,2,2,162,1893,1611
37502,2,5,1,1,1,1,1,3,1,,375,2,18,1,3,103,1237,1027
37601,3,5,2,1,1,1,1,4,1,,376,1,15,1,5,85,1032,13530
37705,1,2,1,2,,2,,2,1,,377,5,19,1,2,107,1301,3306
37820,2,3,0,2,,1,1,8,1,,378,20,7,4,6,39,456,3330
37904,2,4,1,2,,1,1,5,1,,379,4,4,1,6,22,230,474
38002,1,3,1,1,1,1,1,2,1,,380,2,15,1,5,85,1054,10409
38118,2,3,0,2,,2,,2,1,,381,18,20,4,6,111,1382,3286
38204,1,1,1,1,1,1,1,1,1,,382,4,29,3,5,170,2027,908
38320,2,3,1,1,2,1,1,2,1,,383,20,28,2,2,159,1843,2250
38405,3,4,2,1,2,1,1,6,1,,384,5,2,1,1,10,111,2857
38505,3,4,1,2,,1,1,5,1,,385,5,5,1,2,29,282,1842
38602,2,3,1,2,,1,1,3,1,,386,2,10,1,1,54,813,1277
38704,3,6,2,2,,1,1,1,1,,387,4,15,1,5,87,1095,11960
38808,3,6,2,1,2,1,1,5,1,,388,8,19,3,2,105,1255,1919
38903,1,2,1,2,,1,1,5,1,,389,3,27,4,6,154,1814,2660
39009,2,4,1,2,,2,,5,1,,390,9,13,4,5,71,939,2376
39105,3,5,1,1,1,1,1,4,1,,391,5,1,1,3,4,27,1069
39205,3,4,2,1,1,1,1,4,1,,392,5,3,1,1,16,175,618
39305,2,4,1,2,,2,,2,1,,393,5,8,1,1,45,529,3028
39405,3,7,1,1,1,1,1,3,1,,394,5,9,1,4,50,704,3500
39517,1,4,1,1,1,1,1,2,1,,395,17,25,4,1,143,1680,2209
39605,4,6,3,1,1,1,1,4,1,,396,5,10,1,1,53,782,1294
39701,1,1,1,2,,2,,1,1,,397,1,21,1,5,119,1416,4593
39802,2,4,0,2,,1,2,3,1,,398,2,11,1,3,58,856,4097
39903,2,4,2,1,2,1,1,3,1,,399,3,21,2,5,121,1447,1361
40002,1,2,1,2,,2,,4,1,,400,2,7,4,6,39,456,3330
40103,2,3,1,2,,2,,5,1,,401,3,11,1,3,58,845,5124
40215,2,4,1,2,,1,2,3,1,,402,15,20,4,6,112,1386,3430
40315,3,6,1,1,2,1,1,6,1,,403,15,25,2,1,141,1674,2705
40417,2,4,1,2,,1,1,2,1,,404,17,19,2,2,105,1254,2584
40501,2,3,1,2,,2,,2,1,,405,1,32,1,3,188,2152,1515
40605,3,3,1,2,,1,1,5,1,,406,5,4,1,6,25,265,978
40719,4,5,2,1,1,1,1,3,1,,407,19,24,4,2,137,1595,1121
40801,2,3,1,1,1,1,1,1,1,,408,1,6,1,3,35,418,826
40903,1,2,1,2,,1,2,4,1,,409,3,5,1,2,29,298,1661
41002,2,5,1,1,1,1,1,5,1,,410,2,5,1,2,30,352,1452
41104,1,2,1,2,,1,2,2,1,,411,4,9,1,4,49,673,1454
41203,1,2,2,1,2,1,1,1,1,,412,3,26,1,1,152,1804,2023
41305,2,3,1,2,,2,,3,1,,413,5,6,4,3,33,395,576
41404,4,4,1,1,1,1,1,4,1,,414,4,8,1,1,45,535,2768
41514,3,5,0,2,,1,1,5,1,,415,14,21,2,5,116,1409,5069
41602,2,3,1,2,,1,1,4,1,,416,2,2,1,1,9,70,3330
41715,4,6,1,1,1,1,1,4,1,,417,15,13,4,5,70,932,2540
41805,2,4,1,2,,1,1,3,1,,418,5,31,1,6,183,2117,2111
41903,2,7,1,2,,1,1,1,1,,419,3,7,1,6,40,464,4020
42003,2,4,1,2,,1,1,3,1,,420,3,25,1,1,145,1719,2356
42115,1,2,0,2,,1,2,2,1,,421,15,4,4,6,21,225,1029
42220,2,3,1,1,1,1,1,4,1,,422,20,3,3,1,13,146,496
42304,3,5,3,1,1,1,1,4,1,,423,4,9,1,4,50,680,4276
42401,1,2,1,2,,1,1,2,1,,424,1,2,1,1,9,73,3206
42503,1,3,1,2,,1,2,1,1,,425,3,19,2,2,107,1332,1023
42614,1,2,0,2,,1,1,5,1,,426,14,21,4,5,117,1413,3844
42704,2,4,1,2,,1,1,7,1,,427,4,24,1,2,139,1646,1169
42801,4,5,0,2,,1,2,6,1,,428,1,24,4,2,136,1588,1337
42919,2,4,2,2,,2,,3,1,,429,19,7,4,6,39,450,4023
43005,4,8,3,2,,2,,3,1,,430,5,12,1,6,65,902,2813
43104,2,3,2,2,,1,1,5,2,2,431,4,4,1,6,23,246,730
43201,4,7,2,1,3,1,1,5,1,,432,1,26,1,1,151,1786,1977
43305,3,5,1,2,,1,1,3,1,,433,5,10,1,1,53,780,1306
43402,2,3,2,1,2,1,1,3,1,,434,2,4,1,6,25,266,878
43503,1,3,1,2,,2,,1,1,,435,3,31,1,6,183,2123,1910
43604,2,3,0,2,,1,1,5,1,,436,4,7,4,6,40,470,2286
43704,3,5,1,2,,1,1,1,1,,437,4,2,1,1,9,76,3158
43805,2,4,2,1,2,1,1,3,1,,438,5,1,1,3,6,49,1395
43901,1,3,1,1,1,1,1,1,1,,439,1,23,1,6,134,1573,2057
44003,1,4,1,1,1,1,1,2,1,,440,3,12,1,6,64,890,4317
44101,3,5,1,1,1,1,1,4,1,,441,1,9,1,4,50,705,3499
44201,2,3,1,1,1,1,1,3,1,,442,1,23,1,6,132,1544,1573
44303,2,4,0,2,,2,,2,1,,443,3,30,2,5,172,2034,31759
44404,2,4,1,1,1,1,1,5,1,,444,4,24,1,2,139,1651,1027
44504,2,2,2,1,1,2,,3,1,,445,4,20,3,6,113,1394,3011
44601,2,5,1,1,1,2,,4,1,,446,1,28,1,2,162,1901,1547
44705,2,7,1,1,1,1,1,4,1,,447,5,16,1,3,91,1118,4504
44802,3,5,1,2,,1,1,5,1,,448,2,29,4,5,169,1984,1177
44902,2,3,1,1,1,1,1,4,1,,449,2,28,1,2,162,1871,1732
45001,3,6,1,2,,1,1,2,1,,450,1,9,1,4,50,714,3398
45111,2,4,1,2,,2,,8,1,,451,11,12,4,6,63,884,3037
45203,2,4,1,2,,2,,3,1,,452,3,4,3,6,19,220,797
45301,1,3,1,2,,1,1,3,1,,453,1,12,1,6,66,910,3312
45403,3,5,1,1,2,1,1,4,1,,454,3,8,1,1,44,498,2876
45502,2,3,2,2,,2,,4,1,,455,2,27,4,6,154,1816,2554
45606,2,9,1,1,3,1,1,3,1,,456,6,26,2,1,148,1738,2836
45709,2,4,1,2,,1,1,4,2,2,457,9,31,2,6,179,2087,1839
45809,2,4,2,1,1,1,1,2,1,,458,9,27,3,6,153,1811,2396
45918,2,4,1,1,1,1,1,3,1,,459,18,6,4,3,33,395,576
46004,2,3,2,2,,1,1,2,1,,460,4,17,2,5,97,1174,1500
46108,1,3,1,2,,2,,1,1,,461,8,27,3,6,153,1811,2396
46208,2,4,0,1,1,1,1,3,1,,462,8,11,3,3,56,832,4770
46302,3,4,1,1,1,1,1,5,1,,463,2,18,1,3,102,1222,1297
46401,1,4,1,1,1,2,,2,1,,464,1,20,4,6,111,1380,3726
46501,3,4,1,1,1,1,1,4,1,,465,1,9,1,4,49,678,1000
46610,2,3,1,2,,2,,4,1,,466,10,17,4,5,96,1157,995
46702,2,4,3,1,1,1,1,5,2,2,467,2,23,1,6,132,1554,1316
46803,1,3,1,1,1,1,1,1,1,,468,3,2,1,1,10,108,2939
46905,1,2,1,1,1,1,1,1,1,,469,5,4,1,6,22,233,354
47004,2,4,2,1,1,1,1,5,1,,470,4,10,1,1,54,812,1291
47102,1,3,1,1,2,1,1,3,1,,471,2,23,1,6,134,1580,1129
47203,2,5,2,1,1,1,1,2,1,,472,3,26,1,1,151,1786,1977
47304,1,1,0,1,1,2,,1,1,,473,4,18,1,3,103,1227,1201
47405,3,4,1,1,1,1,1,4,1,,474,5,29,2,5,169,1991,1103
47501,2,3,0,2,,1,1,2,1,,475,1,9,1,4,49,624,3913
47604,2,4,2,1,1,1,1,2,1,,476,4,9,1,4,50,745,2439
47703,2,4,1,2,,1,1,3,1,,477,3,25,3,1,141,1675,2587
47805,2,3,1,2,,1,1,1,1,,478,5,2,1,1,9,80,3018
47904,3,5,2,2,,1,1,2,1,,479,4,25,1,1,144,1684,4596
48004,1,6,1,1,1,2,,1,1,,480,4,12,1,6,64,890,4317
48110,2,3,1,2,,2,,9,1,,481,10,26,4,1,149,1742,1939
48203,2,4,1,1,1,1,1,5,1,,482,3,2,1,1,9,86,2729
48301,2,3,0,2,,2,,5,1,,483,1,9,4,4,47,557,672
48401,3,4,1,1,1,1,1,4,1,,484,1,19,1,2,108,1358,3198
48514,2,4,0,1,2,2,,3,1,,485,14,18,4,3,101,1216,1115
48603,4,5,1,2,,1,1,5,1,,486,3,9,1,4,48,588,3638
48703,2,3,1,2,,2,,6,1,,487,3,15,4,5,83,1023,11415
48805,1,2,1,1,2,1,1,4,1,,488,5,3,1,1,16,179,555
48919,3,5,1,1,1,2,,5,1,,489,19,13,4,5,71,937,2578
49015,3,4,1,1,1,1,1,7,1,,490,15,1,2,3,1,3,848
49105,3,4,2,2,,1,1,5,1,,491,5,3,1,1,16,170,659
49205,2,4,1,1,1,1,1,2,1,,492,5,8,1,1,45,523,3117
49305,1,3,1,2,,1,2,1,1,,493,5,9,1,4,48,593,3459
49418,3,5,2,1,1,1,1,4,1,,494,18,24,4,2,137,1595,1121
49508,2,3,1,2,,2,,3,1,,495,8,19,4,2,105,1250,2996
49602,2,3,2,1,2,1,1,5,1,,496,2,19,1,2,106,1290,2978
49709,1,2,1,2,,2,,4,1,,497,9,31,4,6,180,2092,2522
49809,1,4,1,2,,1,1,1,1,,498,9,27,4,6,155,1820,1502
49902,2,3,1,1,2,1,1,4,1,,499,2,25,1,1,146,1733,2850
50009,1,2,1,1,1,2,,4,1,,500,9,13,4,5,71,935,2985
50104,1,2,2,2,,1,1,2,1,,501,4,4,1,6,24,254,833
50205,3,5,1,1,1,1,1,4,1,,502,5,1,1,3,4,23,1189
50317,1,2,1,1,1,1,2,2,1,,503,17,19,4,2,105,1250,2996
50405,3,6,2,1,1,1,1,4,1,,504,5,9,1,4,48,583,3806
50515,3,5,1,1,2,1,1,3,1,,505,15,28,2,2,159,1843,2250
50605,1,3,1,2,,2,,1,1,,506,5,19,1,2,107,1308,3224
50719,2,3,2,1,2,1,1,2,1,,507,19,18,2,3,100,1209,1651
50807,1,2,1,2,,2,,4,1,,508,7,7,4,6,39,456,3330
50904,2,4,1,2,,1,1,8,2,2,509,4,16,4,3,89,1113,3018
51004,3,5,1,2,,2,,4,1,,510,4,28,4,2,160,1846,1388
51104,2,4,1,2,,1,1,5,1,,511,4,27,1,6,156,1830,1676
51205,1,3,1,2,,1,1,4,1,,512,5,7,1,6,40,463,4031
51301,2,3,1,1,1,1,1,4,1,,513,1,1,1,3,5,40,1118
51402,1,2,0,2,,1,1,8,1,,514,2,2,1,1,9,68,3501
51505,3,3,2,1,1,1,1,4,1,,515,5,14,2,3,79,997,6613
51603,3,5,2,1,1,1,1,3,1,,516,3,19,1,2,108,1348,3302
51701,2,3,1,2,,1,1,5,1,,517,1,23,1,6,132,1551,1406
51805,2,4,1,2,,1,1,4,1,,518,5,19,1,2,107,1299,3334
51905,3,6,2,1,2,1,1,4,1,,519,5,5,2,2,26,273,1479
52002,2,4,1,2,,1,1,4,1,,520,2,1,1,3,5,35,1296
52103,2,4,1,1,2,1,1,4,1,,521,3,8,1,1,45,536,2447
52202,2,3,1,1,2,1,1,4,1,,522,2,25,1,1,145,1711,2513
52303,1,2,0,2,,1,1,7,1,,523,3,28,1,2,163,1930,1754
52405,2,4,1,2,,1,1,7,1,,524,5,27,4,6,155,1821,1493
52502,4,5,1,1,3,1,2,6,1,,525,2,24,1,2,140,1672,957
52602,2,2,2,1,1,1,1,2,1,,526,2,12,1,6,65,906,1434
52704,1,4,1,1,2,1,1,1,1,,527,4,8,1,1,45,521,3216
52803,2,3,1,2,,1,1,4,1,,528,3,20,2,6,113,1389,3090
52912,2,2,1,1,1,2,,4,1,,529,12,19,2,2,105,1254,2584
53002,2,4,1,1,1,2,,5,1,,530,2,20,4,6,113,1393,3021
53105,2,4,1,2,,1,1,3,1,,531,5,9,1,4,48,592,3525
53217,2,5,1,2,,1,1,2,1,,532,17,14,2,3,76,968,7378
53302,2,3,1,2,,1,1,1,1,,533,2,3,1,1,18,203,800
53404,1,3,1,1,1,1,1,2,1,,534,4,22,2,3,128,1504,2131
53506,3,4,1,2,,1,1,4,1,,535,6,24,2,2,135,1585,1797
53606,1,1,1,2,,1,1,4,1,,536,6,27,3,6,153,1808,2893
53705,2,2,0,2,,2,,5,1,,537,5,26,4,1,149,1740,2152
53803,2,3,1,1,1,1,1,3,1,,538,3,9,3,4,48,562,4673
53914,1,2,1,2,,2,,3,1,,539,14,30,4,5,174,2045,5770
54001,1,3,1,2,,2,,3,1,,540,1,15,1,5,85,1039,12518
54105,2,3,0,2,,2,,4,1,,541,5,8,4,1,43,485,1975
54213,3,5,1,1,2,1,1,4,1,,542,13,5,3,2,26,272,1902
54318,1,2,1,2,,1,1,3,1,,543,18,27,4,6,155,1821,1493
54410,1,2,1,1,1,2,,5,1,,544,10,4,4,6,21,225,1029
54503,1,1,0,2,,2,,6,1,,545,3,17,4,5,95,1153,2025
54614,3,4,0,2,,2,,5,1,,546,14,11,2,3,56,831,4889
54702,2,4,1,1,1,1,1,3,1,,547,2,23,1,6,132,1541,1625
54810,2,3,2,2,,2,,2,1,,548,10,24,3,2,135,1586,1785
54901,2,5,2,1,2,1,1,3,1,,549,1,31,1,6,182,2098,2146
55011,1,2,1,2,,2,,4,1,,550,11,27,4,6,154,1814,2660
55117,2,4,1,1,1,2,,5,1,,551,17,32,4,3,187,2146,1688
55203,3,4,1,1,1,1,1,4,1,,552,3,11,1,3,60,871,7159
55311,1,2,0,2,,2,,4,1,,553,11,31,3,6,178,2084,2239
55411,2,3,1,2,,1,1,3,1,,554,11,27,3,6,153,1811,2396
55502,2,4,0,2,,2,,2,1,,555,2,18,4,3,101,1217,1108
55614,1,2,0,1,1,1,1,2,1,,556,14,2,4,1,8,62,1927
55705,1,3,1,2,,1,1,4,1,,557,5,22,1,3,126,1470,2278
55805,3,6,2,1,2,1,1,3,1,,558,5,30,1,5,177,2080,10259
55902,1,2,1,2,,2,,2,1,,559,2,29,2,5,169,2001,1021
56003,1,4,2,1,1,1,1,2,1,,560,3,19,1,2,107,1316,3120
56110,1,3,0,1,1,1,1,1,1,,561,10,20,4,6,111,1384,3206
56214,2,3,1,2,,1,1,1,1,,562,14,28,3,2,159,1842,2431
56303,3,4,3,1,1,1,1,4,1,,563,3,19,2,2,108,1369,2811
56418,1,1,0,2,,2,,4,1,,564,18,11,4,3,57,836,4721
56514,2,4,0,2,,2,,2,1,,565,14,16,4,3,90,1116,3460
56603,2,4,1,2,,1,1,3,1,,566,3,22,1,3,127,1483,2002
56703,1,1,1,2,,1,1,3,1,,567,3,17,4,5,96,1156,1044
56801,2,4,1,1,1,1,1,5,1,,568,1,23,1,6,133,1564,1797
56902,2,3,1,1,6,1,1,7,1,,569,2,3,1,1,16,169,669
57001,3,6,2,1,1,1,1,1,1,,570,1,8,1,1,46,549,3082
57101,2,4,1,2,,1,1,2,1,,571,1,19,1,2,106,1274,3242
57205,2,4,1,1,1,1,1,2,1,,572,5,13,3,5,67,922,1613
57304,4,5,2,1,1,1,2,4,1,,573,4,3,1,1,18,206,749
57405,2,4,1,1,1,1,1,1,1,,574,5,9,1,4,50,699,3527
57506,7,8,2,2,,1,1,7,1,,575,6,16,2,3,88,1109,4626
57604,2,4,1,2,,1,1,3,1,,576,4,17,1,5,98,1195,1209
57705,3,4,1,2,,1,1,4,1,,577,5,18,4,3,101,1217,1108
57802,2,3,1,2,,1,1,2,1,,578,2,19,1,2,107,1303,3279
57901,1,1,1,2,,1,1,3,1,,579,1,22,4,3,125,1465,3729
58005,3,4,0,2,,2,,6,1,,580,5,7,4,6,39,449,4091
58103,1,2,1,1,1,1,1,2,1,,581,3,28,1,2,163,1925,1801
58204,2,5,1,2,,1,1,2,1,,582,4,7,3,6,38,446,6693
58302,1,2,1,2,,2,,2,1,,583,2,10,1,1,53,795,1181
58404,2,3,1,1,1,1,1,4,1,,584,4,17,1,5,98,1190,1362
58504,2,2,1,2,,1,1,1,1,,585,4,9,1,4,50,709,3450
58617,3,5,1,1,2,2,,5,1,,586,17,12,4,6,63,885,2839
58705,1,5,1,1,1,1,1,1,1,,587,5,24,1,2,140,1655,1451
58803,3,6,2,1,1,1,1,3,1,,588,3,30,1,5,175,2052,6484
58902,1,3,1,1,1,1,1,2,1,,589,2,16,4,3,90,1116,3460
59008,1,3,1,1,2,2,,2,1,,590,8,14,4,3,77,970,8757
59104,2,3,2,1,1,1,1,5,1,,591,4,4,1,6,25,264,995
59205,3,5,1,1,1,1,1,3,1,,592,5,28,4,2,160,1848,1343
59301,2,6,2,1,2,1,1,6,1,,593,1,8,1,1,46,546,3168
59413,2,3,1,2,,1,1,4,1,,594,13,26,2,1,147,1737,2630
59502,2,4,1,2,,1,1,2,1,,595,2,2,1,1,11,132,2860
59607,4,5,0,2,,2,,3,1,,596,7,20,4,6,111,1383,3212
59704,1,2,0,2,,1,2,1,1,,597,4,9,1,4,49,608,4537
59802,2,3,1,2,,1,1,5,1,,598,2,4,1,6,24,260,684
59903,2,3,1,2,,1,1,4,1,,599,3,22,1,3,128,1497,2392
60012,3,5,1,2,,1,1,5,1,,600,12,24,3,2,135,1586,1785
60105,3,4,2,1,2,1,1,7,1,,601,5,18,1,3,104,1246,891
60205,1,1,1,2,,1,1,4,1,,602,5,3,1,1,15,155,690
60305,2,5,1,1,1,1,1,2,1,,603,5,5,2,2,29,302,1638
60409,1,2,0,2,,2,,2,1,,604,9,4,4,6,21,226,887
60502,2,4,1,1,1,1,1,5,1,,605,2,8,1,1,44,514,2406
60601,1,2,1,1,1,1,1,1,1,,606,1,19,1,2,108,1348,3302
60712,2,4,1,2,,2,,3,1,,607,12,13,4,5,70,933,2426
60819,2,3,1,1,1,2,,1,1,,608,19,5,4,2,28,279,1313
60901,1,1,0,2,,1,1,5,1,,609,1,9,1,4,48,594,3319
61004,1,2,1,2,,1,1,5,1,,610,4,15,1,5,85,1050,11321
61103,3,4,0,1,1,1,1,4,1,,611,3,11,4,3,57,838,3502
61201,1,3,1,2,,2,,1,1,,612,1,4,1,6,24,255,827
61307,5,8,2,1,2,1,1,5,1,,613,7,29,3,5,166,1971,658
61402,3,6,1,1,1,1,1,5,1,,614,2,8,1,1,44,501,2795
61510,2,4,1,1,1,1,1,4,1,,615,10,20,4,6,112,1386,3430
61610,1,2,1,2,,2,,2,1,,616,10,27,4,6,155,1818,1651
61705,2,6,1,1,1,1,1,4,1,,617,5,28,1,2,163,1927,1767
61801,2,5,1,2,,1,1,3,1,,618,1,5,1,2,29,300,1653
61919,1,2,0,2,,1,2,4,1,,619,19,21,4,5,117,1411,4824
62004,2,5,1,2,,2,,1,1,,620,4,16,4,3,90,1117,3299
62113,2,4,1,2,,2,,2,1,,621,13,25,4,1,143,1682,2124
62202,3,4,1,2,,1,1,3,1,,622,2,22,3,3,126,1475,1858
62306,3,6,1,2,,1,2,7,1,,623,6,30,2,5,172,2035,8713
62402,3,5,1,1,2,1,1,4,1,,624,2,5,1,2,31,370,1942
62507,2,2,1,1,1,2,,4,1,,625,7,17,3,5,94,1148,943
62604,1,3,1,2,,1,1,2,1,,626,4,27,2,6,153,1810,2576
62712,3,4,0,2,,1,2,5,1,,627,12,7,4,6,39,448,4578
62801,3,4,1,1,1,1,1,4,1,,628,1,1,1,3,6,57,1148
62905,1,4,2,1,1,1,1,2,1,,629,5,26,1,1,151,1769,2313
63003,2,2,1,2,,1,1,5,1,,630,3,6,3,3,32,391,636
63103,2,4,1,1,1,1,1,2,1,,631,3,29,3,5,170,2026,917
63209,3,4,1,1,1,1,1,4,1,,632,9,14,3,3,75,964,4181
63303,2,4,0,2,,2,,3,1,,633,3,17,4,5,95,1152,3409
63404,3,5,2,1,1,1,1,5,1,,634,4,31,1,6,183,2118,2076
63512,2,4,1,1,2,1,1,3,1,,635,12,30,2,5,172,2035,8713
63605,2,3,1,2,,2,,6,1,,636,5,9,1,4,49,676,1034
63701,2,4,1,1,1,1,1,4,1,,637,1,21,1,5,122,1459,760
63801,2,4,1,2,,1,1,4,1,,638,1,1,1,3,5,44,882
63905,2,3,1,2,,2,,5,1,,639,5,1,1,3,4,10,1404
64002,4,6,2,2,,2,,1,1,,640,2,14,1,3,78,979,9207
64102,2,3,1,1,1,1,1,2,1,,641,2,19,2,2,108,1342,3361
64202,3,8,3,1,1,1,1,3,1,,642,2,9,1,4,50,680,4276
64309,1,4,0,2,,1,1,4,1,,643,9,7,4,6,39,448,4578
64418,2,2,1,2,,1,1,6,1,,644,18,10,4,1,52,769,1449
64519,2,5,1,1,1,1,1,3,1,,645,19,25,2,1,142,1676,2626
64602,3,3,1,2,,1,1,2,1,,646,2,10,1,1,54,816,1239
64702,1,2,0,2,,2,,4,1,,647,2,21,1,5,119,1416,4593
64802,2,4,2,2,,1,1,2,1,,648,2,17,2,5,94,1151,717
64902,1,2,1,1,1,1,2,4,1,,649,2,3,4,1,14,148,833
65003,1,4,1,1,1,1,1,2,1,,650,3,5,1,2,30,343,1509
65105,1,2,1,1,1,1,1,1,1,,651,5,17,1,5,98,1195,1209
65203,2,2,0,2,,1,1,4,1,,652,3,17,2,5,97,1166,1711
65303,3,5,1,2,,1,1,8,2,2,653,3,29,2,5,170,2021,1028
65403,2,3,1,1,1,1,1,1,1,,654,3,3,1,1,16,162,816
65517,4,5,1,2,,1,1,2,1,,655,17,7,2,6,37,444,3822
65602,1,3,1,2,,2,,3,1,,656,2,13,1,5,72,945,1958
65703,3,5,2,2,,1,1,5,1,,657,3,21,2,5,120,1424,5239
65805,3,7,2,2,,2,,1,1,,658,5,1,1,3,5,42,1088
65903,3,3,1,2,,1,1,7,1,,659,3,19,1,2,106,1270,3319
66008,2,4,1,2,,2,,6,1,,660,8,31,4,6,180,2092,2522
66119,2,3,0,2,,2,,3,1,,661,19,11,4,3,57,838,3502
66205,2,4,1,1,1,1,1,3,1,,662,5,8,1,1,44,512,2443
66305,1,4,1,1,1,1,1,4,1,,663,5,5,1,2,29,301,1649
66401,3,4,2,1,1,1,1,4,1,,664,1,17,2,5,97,1164,1770
66504,2,7,4,1,2,1,1,4,1,,665,4,7,1,6,41,471,4775
66606,4,5,1,2,,2,,4,1,,666,6,11,2,3,56,833,4741
66718,1,2,0,2,,2,,2,1,,667,18,20,4,6,111,1378,4169
66815,1,2,1,2,,2,,1,1,,668,15,16,3,3,88,1111,4301
66902,2,2,1,2,,1,1,4,1,,669,2,16,1,3,92,1131,4532
67019,6,7,2,2,,2,,1,1,,670,19,16,4,3,89,1112,3033
67104,1,5,2,1,2,1,1,3,1,,671,4,1,1,3,6,46,1634
67202,2,4,1,1,1,1,1,3,1,,672,2,20,2,6,114,1402,3050
67301,2,3,1,2,,1,1,4,1,,673,1,16,2,3,91,1122,4192
67401,3,4,0,2,,2,,7,1,,674,1,10,1,1,53,778,1314
67508,1,2,1,2,,2,,2,1,,675,8,15,4,5,83,1023,11415
67610,1,5,1,1,1,2,,2,1,,676,10,26,2,1,148,1739,2513
67703,1,3,1,2,,1,1,4,1,,677,3,9,1,4,49,625,3906
67805,3,6,4,1,2,1,1,6,1,,678,5,25,1,1,144,1692,2663
67901,4,7,2,1,2,1,1,5,1,,679,1,8,1,1,46,542,3385
68004,2,3,0,1,1,1,1,3,1,,680,4,28,1,2,162,1885,1657
68101,2,3,1,2,,1,1,2,1,,681,1,25,1,1,145,1718,2406
68201,2,4,1,1,1,1,1,2,1,,682,1,17,1,5,97,1171,1518
68303,1,3,1,2,,2,,1,1,,683,3,15,1,5,86,1071,12674
68403,2,3,1,1,1,1,2,2,1,,684,3,28,1,2,162,1862,1866
68502,3,6,2,2,,1,1,6,1,,685,2,17,1,5,98,1192,1313
68608,2,3,1,1,2,1,1,5,1,,686,8,17,2,5,94,1151,717
68705,1,2,1,2,,1,2,1,1,,687,5,27,4,6,155,1823,414
68803,4,6,1,2,,2,,7,1,,688,3,14,2,3,75,963,13690
68917,1,3,1,1,1,2,,2,1,,689,17,10,4,1,52,772,1285
69005,1,2,1,1,1,1,1,3,1,,690,5,2,1,1,10,116,2816
69102,2,3,1,2,,1,1,3,1,,691,2,15,2,5,87,1100,11129
69217,1,3,1,1,1,1,1,3,1,,692,17,8,3,1,42,481,3354
69317,2,4,2,1,1,1,1,3,1,,693,17,3,3,1,12,144,592
69419,1,2,0,2,,2,,4,1,,694,19,30,4,5,173,2040,4785
69503,1,4,1,1,1,1,1,3,1,,695,3,21,1,5,120,1431,1119
69601,2,3,0,1,1,2,,3,1,,696,1,3,4,1,14,149,796
69703,3,4,2,1,1,1,1,5,1,,697,3,14,3,3,75,962,15240
69801,2,3,1,1,1,1,1,2,1,,698,1,17,4,5,95,1153,2025
69905,2,3,1,1,1,1,2,2,1,,699,5,24,1,2,139,1645,1196
70005,6,6,1,1,4,1,1,6,1,,700,5,26,1,1,151,1768,2339
70102,3,4,1,1,2,1,1,3,1,,701,2,32,1,3,189,2165,991
70211,2,3,0,2,,2,,8,2,2,702,11,24,4,2,136,1589,1281
70302,3,4,1,1,2,1,1,4,1,,703,2,1,3,3,1,2,3475
70405,1,5,1,2,,1,2,2,1,,704,5,21,1,5,122,1459,760
70502,1,3,1,1,1,1,1,2,1,,705,2,3,1,1,17,196,613
70605,1,3,2,1,1,1,1,2,1,,706,5,29,2,5,170,2022,1015
70701,3,5,2,2,,1,1,3,1,,707,1,31,1,6,183,2112,2306
70817,4,7,2,2,,1,1,8,1,,708,17,17,2,5,94,1151,717
70915,3,4,1,1,1,1,1,6,1,,709,15,32,4,3,187,2148,1543
71004,1,2,1,2,,2,,2,1,,710,4,4,2,6,20,224,779
71106,5,7,0,2,,2,,9,1,,711,6,16,4,3,89,1113,3018
71204,4,6,2,1,2,1,1,2,1,,712,4,9,1,4,50,689,3719
71302,1,2,1,2,,1,1,1,1,,713,2,19,1,2,107,1300,3331
71407,2,3,1,2,,2,,4,1,,714,7,27,4,6,155,1821,1493
71501,1,4,1,2,,1,2,4,1,,715,1,5,1,2,29,293,1686
71605,2,3,1,2,,1,1,4,1,,716,5,15,1,5,85,1032,13530
71702,2,4,1,1,1,1,1,2,1,,717,2,7,1,6,41,477,3873
71808,2,5,1,1,1,2,,4,1,,718,8,3,3,1,12,144,592
