"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","SEXO","EDAD","NIV","GRA","FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"0565804102","0565804","05658041","2","2","37","","","05658","04","1","02","1","2","138","01603",1445
"0565804103","0565804","05658041","3","1","13","","","05658","04","1","03","1","2","138","01603",1445
"0565804104","0565804","05658041","3","1","11","","","05658","04","1","04","1","2","138","01603",1445
"0565804105","0565804","05658041","3","1","09","","","05658","04","1","05","1","2","138","01603",1445
"0565910101","0565910","05659101","1","2","57","02","3","05659","10","1","01","2","6","020","00224",779
"0565910102","0565910","05659101","2","1","53","","","05659","10","1","02","2","6","020","00224",779
"0565910103","0565910","05659101","5","2","77","","","05659","10","1","03","2","6","020","00224",779
"0566010101","0566010","05660101","1","1","64","02","5","05660","10","1","01","4","5","071","00937",2578
"0566010102","0566010","05660101","3","2","30","","","05660","10","1","02","4","5","071","00937",2578
"0566010103","0566010","05660101","4","1","12","","","05660","10","1","03","4","5","071","00937",2578
"0566010104","0566010","05660101","4","1","10","","","05660","10","1","04","4","5","071","00937",2578
"0566010105","0566010","05660101","4","2","07","","","05660","10","1","05","4","5","071","00937",2578
"0566010106","0566010","05660101","2","2","58","","","05660","10","1","06","4","5","071","00937",2578
"0566010107","0566010","05660101","3","1","26","","","05660","10","1","07","4","5","071","00937",2578
"0566102101","0566102","05661021","1","1","63","06","3","05661","02","1","01","1","1","144","01695",2426
"0566102102","0566102","05661021","2","2","62","","","05661","02","1","02","1","1","144","01695",2426
"0566102103","0566102","05661021","3","1","36","","","05661","02","1","03","1","1","144","01695",2426
"0566102104","0566102","05661021","3","1","34","","","05661","02","1","04","1","1","144","01695",2426
"0566204101","0566204","05662041","1","2","56","02","6","05662","04","1","01","3","5","094","01148",948
"0566204102","0566204","05662041","3","2","30","","","05662","04","1","02","3","5","094","01148",948
"0566204103","0566204","05662041","4","2","03","","","05662","04","1","03","3","5","094","01148",948
"0566309101","0566309","05663091","1","2","53","03","3","05663","09","1","01","4","1","143","01678",2442
"0566309102","0566309","05663091","2","1","63","","","05663","09","1","02","4","1","143","01678",2442
"0566309103","0566309","05663091","3","1","22","","","05663","09","1","03","4","1","143","01678",2442
"0566403101","0566403","05664031","1","1","61","08","3","05664","03","1","01","1","3","006","00050",1373
"0566403102","0566403","05664031","2","2","55","","","05664","03","1","02","1","3","006","00050",1373
"0566403103","0566403","05664031","3","2","27","","","05664","03","1","03","1","3","006","00050",1373
"0566403104","0566403","05664031","3","2","24","","","05664","03","1","04","1","3","006","00050",1373
"0566403105","0566403","05664031","4","1","01","","","05664","03","1","05","1","3","006","00050",1373
"0566505101","0566505","05665051","1","1","44","03","3","05665","05","1","01","1","2","163","01935",1749
"0566505102","0566505","05665051","2","2","44","","","05665","05","1","02","1","2","163","01935",1749
"0566505103","0566505","05665051","3","1","20","","","05665","05","1","03","1","2","163","01935",1749
"0566505104","0566505","05665051","4","1","09","","","05665","05","1","04","1","2","163","01935",1749
"0566605101","0566605","05666051","1","1","76","00","0","05666","05","1","01","1","4","048","00588",3638
"0566605102","0566605","05666051","3","1","49","","","05666","05","1","02","1","4","048","00588",3638
"0566605103","0566605","05666051","3","2","40","","","05666","05","1","03","1","4","048","00588",3638
"0566605104","0566605","05666051","3","2","33","","","05666","05","1","04","1","4","048","00588",3638
"0566703101","0566703","05667031","1","1","38","08","5","05667","03","1","01","1","5","087","01094",12086
"0566703102","0566703","05667031","2","2","42","","","05667","03","1","02","1","5","087","01094",12086
"0566703103","0566703","05667031","3","1","22","","","05667","03","1","03","1","5","087","01094",12086
"0566703104","0566703","05667031","3","1","09","","","05667","03","1","04","1","5","087","01094",12086
"0566803101","0566803","05668031","1","2","52","08","5","05668","03","1","01","2","5","170","02022",1015
"0566803102","0566803","05668031","5","2","88","","","05668","03","1","02","2","5","170","02022",1015
"0566803103","0566803","05668031","3","1","24","","","05668","03","1","03","2","5","170","02022",1015
"0566803104","0566803","05668031","3","2","19","","","05668","03","1","04","2","5","170","02022",1015
"0566905101","0566905","05669051","1","1","43","06","3","05669","05","1","01","2","3","006","00051",1346
"0567004101","0567004","05670041","1","2","70","07","3","05670","04","1","01","1","4","050","00737",2858
"0567004102","0567004","05670041","5","2","66","","","05670","04","1","02","1","4","050","00737",2858
"0567004103","0567004","05670041","5","2","42","","","05670","04","1","03","1","4","050","00737",2858
"0567116101","0567116","05671161","1","2","34","03","3","05671","16","1","01","4","6","154","01814",2660
"0567116102","0567116","05671161","3","1","16","","","05671","16","1","02","4","6","154","01814",2660
"0567116103","0567116","05671161","3","1","11","","","05671","16","1","03","4","6","154","01814",2660
"0567116104","0567116","05671161","3","1","05","","","05671","16","1","04","4","6","154","01814",2660
"0567116105","0567116","05671161","3","2","03","","","05671","16","1","05","4","6","154","01814",2660
"0567215101","0567215","05672151","1","1","70","02","6","05672","15","1","01","3","5","094","01147",957
"0567215102","0567215","05672151","2","2","56","","","05672","15","1","02","3","5","094","01147",957
"0567215103","0567215","05672151","4","1","13","","","05672","15","1","03","3","5","094","01147",957
"0567303101","0567303","05673031","1","1","60","10","2","05673","03","1","01","1","4","050","00733",2944
"0567303102","0567303","05673031","2","2","58","","","05673","03","1","02","1","4","050","00733",2944
"0567303103","0567303","05673031","3","2","27","","","05673","03","1","03","1","4","050","00733",2944
"0567404101","0567404","05674041","1","2","52","02","3","05674","04","1","01","1","1","044","00495",2970
"0567404102","0567404","05674041","5","1","58","","","05674","04","1","02","1","1","044","00495",2970
"0567503101","0567503","05675031","1","1","32","08","4","05675","03","1","01","1","1","011","00140",1439
"0567503102","0567503","05675031","2","2","32","","","05675","03","1","02","1","1","011","00140",1439
"0567503103","0567503","05675031","3","2","07","","","05675","03","1","03","1","1","011","00140",1439
"0567603101","0567603","05676031","1","1","79","02","4","05676","03","1","01","4","2","028","00277",1380
"0567603102","0567603","05676031","2","2","66","","","05676","03","1","02","4","2","028","00277",1380
"0567707101","0567707","05677071","1","1","52","03","3","05677","07","1","01","4","3","057","00835",5223
"0567707102","0567707","05677071","2","2","46","","","05677","07","1","02","4","3","057","00835",5223
"0567707103","0567707","05677071","3","2","16","","","05677","07","1","03","4","3","057","00835",5223
"0567806101","0567806","05678061","1","1","55","03","3","05678","06","1","01","4","5","096","01156",1044
"0567806102","0567806","05678061","2","2","48","","","05678","06","1","02","4","5","096","01156",1044
"0567806103","0567806","05678061","3","1","25","","","05678","06","1","03","4","5","096","01156",1044
"0567903101","0567903","05679031","1","2","63","05","2","05679","03","1","01","1","4","050","00688",3766
"0567903102","0567903","05679031","5","1","73","","","05679","03","1","02","1","4","050","00688",3766
"0567903103","0567903","05679031","3","1","40","","","05679","03","1","03","1","4","050","00688",3766
"0568002101","0568002","05680021","1","2","23","06","3","05680","02","1","01","1","6","183","02114",2129
"0568109101","0568109","05681091","1","2","26","03","2","05681","09","1","01","4","1","052","00772",1285
"0568109102","0568109","05681091","3","2","11","","","05681","09","1","02","4","1","052","00772",1285
"0568109103","0568109","05681091","3","2","05","","","05681","09","1","03","4","1","052","00772",1285
"0568202101","0568202","05682021","1","1","53","02","6","05682","02","1","01","2","5","081","01014",20259
"0568202102","0568202","05682021","5","2","51","","","05682","02","1","02","2","5","081","01014",20259
"0568202103","0568202","05682021","5","2","42","","","05682","02","1","03","2","5","081","01014",20259
"0568202104","0568202","05682021","5","1","08","","","05682","02","1","04","2","5","081","01014",20259
"0568304101","0568304","05683041","1","2","56","08","5","05683","04","1","01","1","5","099","01206",1411
"0568304102","0568304","05683041","3","2","19","","","05683","04","1","02","1","5","099","01206",1411
"0568304103","0568304","05683041","3","2","14","","","05683","04","1","03","1","5","099","01206",1411
"0568405101","0568405","05684051","1","1","56","03","3","05684","05","1","01","1","1","009","00081",2980
"0568405102","0568405","05684051","3","2","26","","","05684","05","1","02","1","1","009","00081",2980
"0568405103","0568405","05684051","3","2","23","","","05684","05","1","03","1","1","009","00081",2980
"0568501101","0568501","05685011","1","2","24","03","3","05685","01","1","01","1","5","098","01197",1206
"0568501102","0568501","05685011","3","1","05","","","05685","01","1","02","1","5","098","01197",1206
"0568501103","0568501","05685011","3","2","01","","","05685","01","1","03","1","5","098","01197",1206
"0568605101","0568605","05686051","1","2","44","06","3","05686","05","1","01","1","1","053","00789",1214
"0568605102","0568605","05686051","3","1","13","","","05686","05","1","02","1","1","053","00789",1214
"0568605103","0568605","05686051","3","1","10","","","05686","05","1","03","1","1","053","00789",1214
"0568705101","0568705","05687051","1","2","27","03","3","05687","05","1","01","4","3","003","00008",1437
"0568705102","0568705","05687051","3","1","11","","","05687","05","1","02","4","3","003","00008",1437
"0568705103","0568705","05687051","3","1","09","","","05687","05","1","03","4","3","003","00008",1437
"0568705104","0568705","05687051","3","2","07","","","05687","05","1","04","4","3","003","00008",1437
"0568705105","0568705","05687051","3","1","02","","","05687","05","1","05","4","3","003","00008",1437
"0568804101","0568804","05688041","1","1","55","03","3","05688","04","1","01","1","6","132","01533",1859
"0568804102","0568804","05688041","3","1","30","","","05688","04","1","02","1","6","132","01533",1859
"0568804103","0568804","05688041","2","2","62","","","05688","04","1","03","1","6","132","01533",1859
"0568804104","0568804","05688041","3","1","28","","","05688","04","1","04","1","6","132","01533",1859
"0568901101","0568901","05689011","1","2","26","03","3","05689","01","1","01","3","5","073","00947",2917
"0568901102","0568901","05689011","2","1","29","","","05689","01","1","02","3","5","073","00947",2917
"0569001101","0569001","05690011","1","2","52","03","3","05690","01","1","01","4","5","167","01974",661
"0569001102","0569001","05690011","3","2","19","","","05690","01","1","02","4","5","167","01974",661
"0569101101","0569101","05691011","1","1","48","03","3","05691","01","1","01","1","2","106","01268",3360
"0569101102","0569101","05691011","2","2","48","","","05691","01","1","02","1","2","106","01268",3360
"0569101103","0569101","05691011","3","1","16","","","05691","01","1","03","1","2","106","01268",3360
"0569220101","0569220","05692201","1","1","38","03","1","05692","20","1","01","4","1","052","00768",1450
"0569220102","0569220","05692201","2","2","35","","","05692","20","1","02","4","1","052","00768",1450
"0569220103","0569220","05692201","3","1","15","","","05692","20","1","03","4","1","052","00768",1450
"0569220104","0569220","05692201","3","1","10","","","05692","20","1","04","4","1","052","00768",1450
"0569220105","0569220","05692201","3","2","07","","","05692","20","1","05","4","1","052","00768",1450
"0569220106","0569220","05692201","3","2","05","","","05692","20","1","06","4","1","052","00768",1450
"0569302101","0569302","05693021","1","2","54","07","2","05693","02","1","01","1","2","162","01880",1686
"0569302102","0569302","05693021","3","2","35","","","05693","02","1","02","1","2","162","01880",1686
"0569302103","0569302","05693021","4","1","10","","","05693","02","1","03","1","2","162","01880",1686
"0569302104","0569302","05693021","4","2","09","","","05693","02","1","04","1","2","162","01880",1686
"0569401101","0569401","05694011","1","1","35","02","6","05694","01","1","01","1","2","108","01338",3457
"0569502101","0569502","05695021","1","1","59","03","3","05695","02","1","01","2","6","020","00224",779
"0569502102","0569502","05695021","2","2","62","","","05695","02","1","02","2","6","020","00224",779
"0569502103","0569502","05695021","3","1","20","","","05695","02","1","03","2","6","020","00224",779
"0569617101","0569617","05696171","1","1","51","06","3","05696","17","1","01","2","6","178","02085",2014
"0569617102","0569617","05696171","2","2","43","","","05696","17","1","02","2","6","178","02085",2014
"0569617103","0569617","05696171","3","2","20","","","05696","17","1","03","2","6","178","02085",2014
"0569617104","0569617","05696171","3","2","16","","","05696","17","1","04","2","6","178","02085",2014
"0569703101","0569703","05697031","1","1","47","03","3","05697","03","1","01","2","6","129","01514",2031
"0569703102","0569703","05697031","2","2","46","","","05697","03","1","02","2","6","129","01514",2031
"0569703103","0569703","05697031","3","2","19","","","05697","03","1","03","2","6","129","01514",2031
"0569819101","0569819","05698191","1","1","24","03","3","05698","19","1","01","4","3","057","00836",4721
"0569819102","0569819","05698191","2","2","24","","","05698","19","1","02","4","3","057","00836",4721
"0569819103","0569819","05698191","3","1","05","","","05698","19","1","03","4","3","057","00836",4721
"0569819104","0569819","05698191","3","2","02","","","05698","19","1","04","4","3","057","00836",4721
"0569903101","0569903","05699031","1","2","67","02","1","05699","03","1","01","4","6","039","00453",3363
"0569903102","0569903","05699031","3","1","32","","","05699","03","1","02","4","6","039","00453",3363
"0569903103","0569903","05699031","3","2","30","","","05699","03","1","03","4","6","039","00453",3363
"0570001101","0570001","05700011","1","2","71","07","3","05700","01","1","01","1","1","146","01731",3077
"0570001102","0570001","05700011","4","2","27","","","05700","01","1","02","1","1","146","01731",3077
"0570001103","0570001","05700011","4","2","18","","","05700","01","1","03","1","1","146","01731",3077
"0570104101","0570104","05701041","1","2","46","08","5","05701","04","1","01","2","3","059","00865",5338
"0570104102","0570104","05701041","3","1","11","","","05701","04","1","02","2","3","059","00865",5338
"0570104103","0570104","05701041","3","2","14","","","05701","04","1","03","2","3","059","00865",5338
"0570204101","0570204","05702041","1","2","31","06","3","05702","04","1","01","1","1","150","01747",2700
"0570204102","0570204","05702041","2","1","35","","","05702","04","1","02","1","1","150","01747",2700
"0570204103","0570204","05702041","5","1","84","","","05702","04","1","03","1","1","150","01747",2700
"0570204104","0570204","05702041","5","2","77","","","05702","04","1","04","1","1","150","01747",2700
"0570312101","0570312","05703121","1","1","70","02","1","05703","12","1","01","3","6","037","00442",5052
"0570312102","0570312","05703121","2","2","78","","","05703","12","1","02","3","6","037","00442",5052
"0570312103","0570312","05703121","3","1","14","","","05703","12","1","03","3","6","037","00442",5052
"0570405101","0570405","05704051","1","1","56","06","3","05704","05","1","01","2","5","170","02020",1036
"0570405102","0570405","05704051","2","2","50","","","05704","05","1","02","2","5","170","02020",1036
"0570405103","0570405","05704051","3","2","19","","","05704","05","1","03","2","5","170","02020",1036
"0570405104","0570405","05704051","3","1","09","","","05704","05","1","04","2","5","170","02020",1036
"0570501101","0570501","05705011","1","1","89","02","6","05705","01","1","01","1","2","030","00345",1490
"0570501102","0570501","05705011","3","1","59","","","05705","01","1","02","1","2","030","00345",1490
"0570603101","0570603","05706031","1","1","31","06","3","05706","03","1","01","2","5","176","02079",4828
"0570603102","0570603","05706031","2","2","32","","","05706","03","1","02","2","5","176","02079",4828
"0570603103","0570603","05706031","3","1","10","","","05706","03","1","03","2","5","176","02079",4828
"0570603104","0570603","05706031","3","2","04","","","05706","03","1","04","2","5","176","02079",4828
"0570703101","0570703","05707031","1","1","51","08","2","05707","03","1","01","1","3","035","00420",813
"0570703102","0570703","05707031","2","2","52","","","05707","03","1","02","1","3","035","00420",813
"0570703103","0570703","05707031","3","1","26","","","05707","03","1","03","1","3","035","00420",813
"0570703104","0570703","05707031","3","1","22","","","05707","03","1","04","1","3","035","00420",813
"0570804101","0570804","05708041","1","2","85","02","5","05708","04","1","01","1","4","049","00638",3604
"0570902101","0570902","05709021","1","1","28","03","3","05709","02","1","01","4","6","111","01380",3726
"0570902102","0570902","05709021","2","2","27","","","05709","02","1","02","4","6","111","01380",3726
"0570902103","0570902","05709021","3","1","07","","","05709","02","1","03","4","6","111","01380",3726
"0571005101","0571005","05710051","1","1","57","05","3","05710","05","1","01","1","3","189","02156",1324
"0571005102","0571005","05710051","2","2","58","","","05710","05","1","02","1","3","189","02156",1324
"0571005103","0571005","05710051","3","2","39","","","05710","05","1","03","1","3","189","02156",1324
"0571005104","0571005","05710051","4","1","15","","","05710","05","1","04","1","3","189","02156",1324
"0571005105","0571005","05710051","4","2","03","","","05710","05","1","05","1","3","189","02156",1324
"0571101101","0571101","05711011","1","2","76","02","6","05711","01","1","01","1","2","030","00355",1437
"0571204101","0571204","05712041","1","2","29","08","4","05712","04","1","01","1","4","050","00727",3076
"0571315101","0571315","05713151","1","1","32","06","2","05713","15","1","01","2","3","075","00966",3387
"0571315102","0571315","05713151","2","2","47","","","05713","15","1","02","2","3","075","00966",3387
"0571315103","0571315","05713151","3","2","12","","","05713","15","1","03","2","3","075","00966",3387
"0571405101","0571405","05714051","1","1","22","02","6","05714","05","1","01","1","3","127","01479",1952
"0571405102","0571405","05714051","2","2","23","","","05714","05","1","02","1","3","127","01479",1952
"0571405103","0571405","05714051","3","1","02","","","05714","05","1","03","1","3","127","01479",1952
"0571503101","0571503","05715031","1","2","48","03","3","05715","03","1","01","4","1","149","01741",2121
"0571503102","0571503","05715031","5","2","18","","","05715","03","1","02","4","1","149","01741",2121
"0571503103","0571503","05715031","3","1","19","","","05715","03","1","03","4","1","149","01741",2121
"0571601101","0571601","05716011","1","1","62","08","5","05716","01","1","01","1","6","041","00476",4074
"0571601102","0571601","05716011","2","2","60","","","05716","01","1","02","1","6","041","00476",4074
"0571702101","0571702","05717021","1","1","52","06","3","05717","02","1","01","1","5","122","01459",760
"0571702102","0571702","05717021","5","2","82","","","05717","02","1","02","1","5","122","01459",760
"0571801101","0571801","05718011","1","2","59","99","9","05718","01","1","01","1","6","132","01553",1371
"0571801102","0571801","05718011","3","2","38","","","05718","01","1","02","1","6","132","01553",1371
"0571801103","0571801","05718011","4","1","16","","","05718","01","1","03","1","6","132","01553",1371
"0571801104","0571801","05718011","5","1","49","","","05718","01","1","04","1","6","132","01553",1371
"0571905101","0571905","05719051","1","1","64","02","1","05719","05","1","01","4","5","117","01411",4824
"0571905102","0571905","05719051","3","2","40","","","05719","05","1","02","4","5","117","01411",4824
"0571905103","0571905","05719051","4","1","12","","","05719","05","1","03","4","5","117","01411",4824
"0571905104","0571905","05719051","4","1","10","","","05719","05","1","04","4","5","117","01411",4824
"0572017101","0572017","05720171","1","1","78","02","2","05720","17","1","01","4","3","077","00969",10589
"0572017102","0572017","05720171","2","2","62","","","05720","17","1","02","4","3","077","00969",10589
"0572103101","0572103","05721031","1","2","45","03","3","05721","03","1","01","1","2","138","01611",1261
"0572103102","0572103","05721031","3","1","22","","","05721","03","1","02","1","2","138","01611",1261
"0572202101","0572202","05722021","1","2","75","03","1","05722","02","1","01","1","1","010","00100",3332
"0572202102","0572202","05722021","3","1","53","","","05722","02","1","02","1","1","010","00100",3332
"0572202103","0572202","05722021","3","1","52","","","05722","02","1","03","1","1","010","00100",3332
"0572202104","0572202","05722021","4","1","25","","","05722","02","1","04","1","1","010","00100",3332
"0572202105","0572202","05722021","4","2","18","","","05722","02","1","05","1","1","010","00100",3332
"0572316101","0572316","05723161","1","1","52","00","0","05723","16","1","01","4","3","101","01215",1128
"0572316102","0572316","05723161","2","2","50","","","05723","16","1","02","4","3","101","01215",1128
"0572401101","0572401","05724011","1","1","57","03","3","05724","01","1","01","2","5","085","01060",7080
"0572401102","0572401","05724011","2","1","57","","","05724","01","1","02","2","5","085","01060",7080
"0572401103","0572401","05724011","3","2","29","","","05724","01","1","03","2","5","085","01060",7080
"0572401104","0572401","05724011","3","1","14","","","05724","01","1","04","2","5","085","01060",7080
"0572511101","0572511","05725111","1","2","79","02","1","05725","11","1","01","4","3","089","01112",3110
"0572511102","0572511","05725111","3","1","56","","","05725","11","1","02","4","3","089","01112",3110
"0572602101","0572602","05726021","1","1","32","08","5","05726","02","1","01","1","3","006","00045",1681
"0572602102","0572602","05726021","2","2","34","","","05726","02","1","02","1","3","006","00045",1681
"0572602103","0572602","05726021","3","1","07","","","05726","02","1","03","1","3","006","00045",1681
"0572701101","0572701","05727011","1","2","73","00","0","05727","01","1","01","1","6","023","00248",707
"0572701102","0572701","05727011","3","1","49","","","05727","01","1","02","1","6","023","00248",707
"0572701103","0572701","05727011","6","2","49","","","05727","01","1","03","1","6","023","00248",707
"0572701104","0572701","05727011","4","1","25","","","05727","01","1","04","1","6","023","00248",707
"0572701105","0572701","05727011","4","1","24","","","05727","01","1","05","1","6","023","00248",707
"0572808101","0572808","05728081","1","2","43","06","3","05728","08","1","01","3","6","019","00221",728
"0572808102","0572808","05728081","2","1","50","","","05728","08","1","02","3","6","019","00221",728
"0572808103","0572808","05728081","3","2","21","","","05728","08","1","03","3","6","019","00221",728
"0572808104","0572808","05728081","3","1","23","","","05728","08","1","04","3","6","019","00221",728
"0572906101","0572906","05729061","1","1","60","02","6","05729","06","1","01","3","5","068","00928",1288
"0572906102","0572906","05729061","2","2","54","","","05729","06","1","02","3","5","068","00928",1288
"0572906103","0572906","05729061","3","1","26","","","05729","06","1","03","3","5","068","00928",1288
"0572906104","0572906","05729061","4","2","30","","","05729","06","1","04","3","5","068","00928",1288
"0573010101","0573010","05730101","1","1","45","02","6","05730","10","1","01","4","3","089","01113",3095
"0573010102","0573010","05730101","2","2","43","","","05730","10","1","02","4","3","089","01113",3095
"0573010103","0573010","05730101","3","1","18","","","05730","10","1","03","4","3","089","01113",3095
"0573010104","0573010","05730101","3","1","16","","","05730","10","1","04","4","3","089","01113",3095
"0573107101","0573107","05731071","1","2","44","02","6","05731","07","1","01","4","5","167","01976",500
"0573107102","0573107","05731071","3","1","17","","","05731","07","1","02","4","5","167","01976",500
"0573107103","0573107","05731071","3","1","13","","","05731","07","1","03","4","5","167","01976",500
"0573107104","0573107","05731071","3","1","10","","","05731","07","1","04","4","5","167","01976",500
"0573204101","0573204","05732041","1","1","75","00","0","05732","04","1","01","4","6","111","01378",4169
"0573204102","0573204","05732041","2","2","65","","","05732","04","1","02","4","6","111","01378",4169
"0573204103","0573204","05732041","3","2","29","","","05732","04","1","03","4","6","111","01378",4169
"0573204104","0573204","05732041","4","2","05","","","05732","04","1","04","4","6","111","01378",4169
"0573302101","0573302","05733021","1","1","30","06","3","05733","02","1","01","1","2","106","01262",3621
"0573302102","0573302","05733021","2","2","31","","","05733","02","1","02","1","2","106","01262",3621
"0573408101","0573408","05734081","1","1","75","03","3","05734","08","1","01","2","1","142","01676",2626
"0573408102","0573408","05734081","2","2","67","","","05734","08","1","02","2","1","142","01676",2626
"0573408103","0573408","05734081","3","1","43","","","05734","08","1","03","2","1","142","01676",2626
"0573408104","0573408","05734081","4","1","21","","","05734","08","1","04","2","1","142","01676",2626
"0573519101","0573519","05735191","1","1","47","02","6","05735","19","1","01","4","6","039","00447",4920
"0573519102","0573519","05735191","2","2","40","","","05735","19","1","02","4","6","039","00447",4920
"0573519103","0573519","05735191","3","2","22","","","05735","19","1","03","4","6","039","00447",4920
"0573519104","0573519","05735191","3","1","18","","","05735","19","1","04","4","6","039","00447",4920
"0573519105","0573519","05735191","3","2","17","","","05735","19","1","05","4","6","039","00447",4920
"0573519106","0573519","05735191","3","2","15","","","05735","19","1","06","4","6","039","00447",4920
"0573519107","0573519","05735191","3","2","13","","","05735","19","1","07","4","6","039","00447",4920
"0573519108","0573519","05735191","3","1","11","","","05735","19","1","08","4","6","039","00447",4920
"0573519109","0573519","05735191","3","2","10","","","05735","19","1","09","4","6","039","00447",4920
"0573519110","0573519","05735191","3","1","08","","","05735","19","1","10","4","6","039","00447",4920
"0573519111","0573519","05735191","3","2","03","","","05735","19","1","11","4","6","039","00447",4920
"0573604101","0573604","05736041","1","1","37","06","3","05736","04","1","01","1","5","085","01040",12481
"0573604102","0573604","05736041","2","2","36","","","05736","04","1","02","1","5","085","01040",12481
"0573604103","0573604","05736041","3","1","09","","","05736","04","1","03","1","5","085","01040",12481
"0573701101","0573701","05737011","1","2","53","08","5","05737","01","1","01","1","1","152","01796",2266
"0573701102","0573701","05737011","3","1","22","","","05737","01","1","02","1","1","152","01796",2266
"0573701103","0573701","05737011","3","2","16","","","05737","01","1","03","1","1","152","01796",2266
"0573701104","0573701","05737011","3","1","13","","","05737","01","1","04","1","1","152","01796",2266
"0573819101","0573819","05738191","1","1","54","03","2","05738","19","1","01","4","5","167","01974",661
"0573819102","0573819","05738191","2","2","55","","","05738","19","1","02","4","5","167","01974",661
"0573819103","0573819","05738191","3","1","21","","","05738","19","1","03","4","5","167","01974",661
"0573904101","0573904","05739041","1","1","57","08","3","05739","04","1","01","1","1","009","00088",2583
"0573904102","0573904","05739041","2","2","47","","","05739","04","1","02","1","1","009","00088",2583
"0574005101","0574005","05740051","1","1","69","06","3","05740","05","1","01","1","2","140","01657",1444
"0574119101","0574119","05741191","1","2","68","02","2","05741","19","1","01","3","5","116","01406",6756
"0574119102","0574119","05741191","3","2","34","","","05741","19","1","02","3","5","116","01406",6756
"0574119103","0574119","05741191","4","2","10","","","05741","19","1","03","3","5","116","01406",6756
"0574203101","0574203","05742031","1","1","49","08","5","05742","03","1","01","1","4","050","00694",3633
"0574203102","0574203","05742031","2","2","47","","","05742","03","1","02","1","4","050","00694",3633
"0574203103","0574203","05742031","3","1","16","","","05742","03","1","03","1","4","050","00694",3633
"0574203104","0574203","05742031","3","1","10","","","05742","03","1","04","1","4","050","00694",3633
"0574301101","0574301","05743011","1","1","54","08","4","05743","01","1","01","1","3","036","00441",597
"0574301102","0574301","05743011","2","2","54","","","05743","01","1","02","1","3","036","00441",597
"0574419101","0574419","05744191","1","1","50","06","3","05744","19","1","01","4","6","155","01819",1628
"0574419102","0574419","05744191","2","2","43","","","05744","19","1","02","4","6","155","01819",1628
"0574419103","0574419","05744191","3","2","28","","","05744","19","1","03","4","6","155","01819",1628
"0574419104","0574419","05744191","6","1","32","","","05744","19","1","04","4","6","155","01819",1628
"0574419105","0574419","05744191","4","1","02","","","05744","19","1","05","4","6","155","01819",1628
"0574502101","0574502","05745021","1","2","73","02","6","05745","02","1","01","1","2","108","01360",3189
"0574502102","0574502","05745021","4","2","25","","","05745","02","1","02","1","2","108","01360",3189
"0574502103","0574502","05745021","4","2","23","","","05745","02","1","03","1","2","108","01360",3189
"0574502104","0574502","05745021","5","1","04","","","05745","02","1","04","1","2","108","01360",3189
"0574603101","0574603","05746031","1","1","35","08","4","05746","03","1","01","2","3","100","01209",1651
"0574603102","0574603","05746031","2","2","37","","","05746","03","1","02","2","3","100","01209",1651
"0574603103","0574603","05746031","3","1","02","","","05746","03","1","03","2","3","100","01209",1651
"0574717101","0574717","05747171","1","1","44","03","3","05747","17","1","01","3","5","115","01404",6225
"0574717102","0574717","05747171","2","2","41","","","05747","17","1","02","3","5","115","01404",6225
"0574717103","0574717","05747171","5","2","21","","","05747","17","1","03","3","5","115","01404",6225
"0574717104","0574717","05747171","3","1","09","","","05747","17","1","04","3","5","115","01404",6225
"0574717105","0574717","05747171","4","1","01","","","05747","17","1","05","3","5","115","01404",6225
"0574802101","0574802","05748021","1","1","50","08","4","05748","02","1","01","1","1","152","01795",2279
"0574802102","0574802","05748021","2","2","44","","","05748","02","1","02","1","1","152","01795",2279
"0574802103","0574802","05748021","3","2","22","","","05748","02","1","03","1","1","152","01795",2279
"0574802104","0574802","05748021","3","2","19","","","05748","02","1","04","1","1","152","01795",2279
"0574802105","0574802","05748021","3","2","14","","","05748","02","1","05","1","1","152","01795",2279
"0574903101","0574903","05749031","1","1","29","08","4","05749","03","1","01","1","2","163","01940",1726
"0575003101","0575003","05750031","1","1","53","03","3","05750","03","1","01","2","5","170","02014",1293
"0575003102","0575003","05750031","2","2","50","","","05750","03","1","02","2","5","170","02014",1293
"0575105101","0575105","05751051","1","2","70","02","3","05751","05","1","01","1","3","080","01006",6870
"0575105102","0575105","05751051","3","2","52","","","05751","05","1","02","1","3","080","01006",6870
"0575105103","0575105","05751051","3","2","49","","","05751","05","1","03","1","3","080","01006",6870
"0575201101","0575201","05752011","1","1","65","02","6","05752","01","1","01","2","5","176","02068",6800
"0575201102","0575201","05752011","2","2","60","","","05752","01","1","02","2","5","176","02068",6800
"0575320101","0575320","05753201","1","1","37","06","3","05753","20","1","01","3","5","166","01971",658
"0575320102","0575320","05753201","2","2","31","","","05753","20","1","02","3","5","166","01971",658
"0575320103","0575320","05753201","3","1","05","","","05753","20","1","03","3","5","166","01971",658
"0575320104","0575320","05753201","3","1","06","","","05753","20","1","04","3","5","166","01971",658
"0575401101","0575401","05754011","1","1","58","06","3","05754","01","1","01","1","5","086","01075",11783
"0575401102","0575401","05754011","2","2","56","","","05754","01","1","02","1","5","086","01075",11783
