nombre_campo,longitud,tipo,nemónico,catálogo,rango_claves
Pregunta P8.6.8 ¿Usted compró directamente el otro tipo de seguro?,1,C,p8_6_8,p8_6_8,"1,2"
Pregunta P8.7.8 ¿Está satisfecha(o) con el servicio que le brinda la aseguradora con el otro tipo de seguro?,1,C,p8_7_8,p8_7_8,1...3
Pregunta P8.8.8 ¿Alguna vez ha reclamado o cobrado el otro tipo de seguro?,1,C,p8_8_8,p8_8_8,1...3
Pregunta FILTRO.S8.1 ¿Compró directamente algún seguro (8.6 = 1 en cualquier opción)?,1,C,filtro_s8_1,filtro_s8_1,"1,2"
Pregunta P8.9 ¿Usted contrató su (último) seguro...?,1,C,p8_9,p8_9,1...7
"Pregunta P8.10.1 Del (último) seguro que contrató, ¿usted conoce la prima (o costo)?",1,C,p8_10_1,p8_10_1,"1,2"
"Pregunta P8.10.2 Del (último) seguro que contrató, ¿usted conoce el deducible?",1,C,p8_10_2,p8_10_2,"1,2"
"Pregunta P8.10.3 Del (último) seguro que contrató, ¿usted conoce el coaseguro?",1,C,p8_10_3,p8_10_3,"1,2"
"Pregunta P8.10.4 Del (último) seguro que contrató, ¿usted conoce las coberturas?",1,C,p8_10_4,p8_10_4,"1,2"
"Pregunta P8.10.5 Del (último) seguro que contrató, ¿usted conoce las exclusiones (lo que no cubre su seguro)?",1,C,p8_10_5,p8_10_5,"1,2"
"Pregunta P8.11 Antes de contratar su (último) seguro, ¿usted lo comparó con otros seguros, con otras aseguradoras o instituciones financieras?",1,C,p8_11,p8_11,"1,2"
"Pregunta P8.12.1 Para comparar su seguro, ¿utilizó información proporcionada por la aseguradora o institución financiera (sucursales, agentes, portal de internet del banco o institución, etcétera)?",1,C,p8_12_1,p8_12_1,"1,2"
"Pregunta P8.12.2 Para comparar su seguro, ¿utilizó recomendación de amistades o personas conocidas?",1,C,p8_12_2,p8_12_2,"1,2"
"Pregunta P8.12.3 Para comparar su seguro, ¿utilizó sitios o páginas de instituciones como condusef, comisión nacional de seguros y fianzas, entre otras?",1,C,p8_12_3,p8_12_3,"1,2"
"Pregunta P8.12.4 Para comparar su seguro, ¿utilizó anuncios comerciales de aseguradoras o instituciones financieras?",1,C,p8_12_4,p8_12_4,"1,2"
"Pregunta P8.12.5 Para comparar su seguro, ¿utilizó recomendación de especialistas o analistas?",1,C,p8_12_5,p8_12_5,"1,2"
"Pregunta P8.12.6 Para comparar su seguro, ¿utilizó recomendación de influencers o youtubers?",1,C,p8_12_6,p8_12_6,"1,2"
"Pregunta P8.12.7 Para comparar su seguro, ¿utilizó comparadores privados (como Rastreator, ahorraseguros)?",1,C,p8_12_7,p8_12_7,"1,2"
Pregunta P9.1 ¿Usted tiene una cuenta de ahorro para el retiro o afore?,1,C,p9_1,p9_1,"1,2,9"
"Pregunta P9.1A ¿Ha cotizado al IMSS o al ISSSTE, o ha tenido Afore o SAR?",1,C,p9_1a,p9_1a,"1,2"
Pregunta P9.2 ¿Cuál es la razón principal por la que no ha tenido Afore o SAR?,1,C,p9_2,p9_2,1...9
Pregunta P9.3 ¿Usted realiza aportaciones voluntarias a su cuenta de ahorro para el retiro o Afore?,1,C,p9_3,p9_3,"1,2"
Pregunta P9.4 ¿Cuál es la razón principal por la que no hace aportaciones voluntarias?,1,C,p9_4,p9_4,1...7
Pregunta P9.5 ¿Recibe los estados de cuenta de su Afore?,1,C,p9_5,p9_5,"1,2"
"Pregunta P9.6.1 En general, ¿qué medios utiliza para consultar, hacer movimientos o aportaciones voluntarias a su cuenta de ahorro para el retiro o Afore? - SUCURSAL DE LA AFORE",1,C,p9_6_1,p9_6_1,"0,1"
"Pregunta P9.6.2 En general, ¿qué medios utiliza para consultar, hacer movimientos o aportaciones voluntarias a su cuenta de ahorro para el retiro o Afore? - APLICACIÓN DE CELULAR AFOREMÓVIL O PORTAL AFOREWEB (O PORTAL e-SAR)",1,C,p9_6_2,p9_6_2,"0,1"
"Pregunta P9.6.3 En general, ¿qué medios utiliza para consultar, hacer movimientos o aportaciones voluntarias a su cuenta de ahorro para el retiro o Afore? - APLICACIÓN DE CELULAR O PÁGINA DE INTERNET DE LA INSTITUCIÓN QUE ADMINISTRA SU CUENTA",1,C,p9_6_3,p9_6_3,"0,1"
"Pregunta P9.6.4 En general, ¿qué medios utiliza para consultar, hacer movimientos o aportaciones voluntarias a su cuenta de ahorro para el retiro o Afore? - ESTADO DE CUENTA FÍSICO O POR CORREO ELECTRÓNICO",1,C,p9_6_4,p9_6_4,"0,1"
"Pregunta P9.6.5 En general, ¿qué medios utiliza para consultar, hacer movimientos o aportaciones voluntarias a su cuenta de ahorro para el retiro o Afore? - PUNTOS DE VENTA DE REDES COMERCIALES ALIADAS",1,C,p9_6_5,p9_6_5,"0,1"
"Pregunta P9.6.6 En general, ¿qué medios utiliza para consultar, hacer movimientos o aportaciones voluntarias a su cuenta de ahorro para el retiro o Afore? - PROGRAMA DE RECOMPENSAS GANAHORRO",1,C,p9_6_6,p9_6_6,"0,1"
"Pregunta P9.6.7 En general, ¿qué medios utiliza para consultar, hacer movimientos o aportaciones voluntarias a su cuenta de ahorro para el retiro o Afore? - PERSONA EMPLEADORA",1,C,p9_6_7,p9_6_7,"0,1"
"Pregunta P9.6.8 En general, ¿qué medios utiliza para consultar, hacer movimientos o aportaciones voluntarias a su cuenta de ahorro para el retiro o Afore? - NO REALIZA CONSULTAS NI MOVIMIENTOS",1,C,p9_6_8,p9_6_8,"0,1"
Pregunta P9.7 ¿Está satisfecha(o) con la atención de su Afore?,1,C,p9_7,p9_7,"1...3,9"
Pregunta P9.8 ¿Usted para qué piensa utilizar lo acumulado en su subcuenta de vivienda (fondo de vivienda)?,1,C,p9_8,p9_8,1...6
Pregunta FILTRO.S9.1 ¿Tiene 71 años o más (2.5 = 71 o más)?,1,C,filtro_s9_1,filtro_s9_1,"1,2"
"Pregunta P9.9.1 En su vejez, ¿piensa cubrir sus gastos con lo que reciba de los apoyos del gobierno para personas adultas mayores?",1,C,p9_9_1,p9_9_1,"1,2,9"
"Pregunta P9.9.2 En su vejez, ¿piensa cubrir sus gastos con lo que reciba de su pensión, jubilación, Afore o plan privado de retiro?",1,C,p9_9_2,p9_9_2,"1,2,9"
"Pregunta P9.9.3 En su vejez, ¿piensa cubrir sus gastos con lo que reciba de vender o rentar bienes o propiedades (vehículos, casas, ganado, etcétera)?",1,C,p9_9_3,p9_9_3,"1,2,9"
"Pregunta P9.9.4 En su vejez, ¿piensa cubrir sus gastos con lo que reciba de dinero que le dé su esposa(o) o pareja, hijas, hijos u otros familiares?",1,C,p9_9_4,p9_9_4,"1,2,9"
"Pregunta P9.9.5 En su vejez, ¿piensa cubrir sus gastos con lo que reciba de seguir trabajando?",1,C,p9_9_5,p9_9_5,"1,2,9"
"Pregunta P9.9.6 En su vejez, ¿piensa cubrir sus gastos con lo que reciba de otro?",1,C,p9_9_6,p9_9_6,"1,2,9"
"Pregunta P10.1 En los últimos 12 meses, de junio de 2023 a la fecha, ¿ha utilizado alguna sucursal de un banco o institución financiera?",1,C,p10_1,p10_1,"1,2"
Pregunta P10.2 ¿Cuál es la razón principal por la que no ha utilizado una sucursal?,2,C,p10_2,p10_2,01...09
Pregunta P10.3.1 ¿A cuánto tiempo le queda la sucursal que usa regularmente? - HORAS,2,C,p10_3_1,p10_3_1,"00...05,99"
Pregunta P10.3.2 ¿A cuánto tiempo le queda la sucursal que usa regularmente? - MINUTOS,2,C,p10_3_2,p10_3_2,"00...55,99"
"Pregunta P10.4 De junio de 2023 a la fecha, ¿ha utilizado los cajeros automáticos de algún banco o de una institución financiera?",1,C,p10_4,p10_4,"1,2"
Pregunta P10.5 ¿Cuál es la razón principal por la que no ha utilizado los cajeros automáticos?,1,C,p10_5,p10_5,1...9
Pregunta P10.6.1 ¿A cuánto tiempo le queda el cajero automático que usa regularmente? - HORAS,2,C,p10_6_1,p10_6_1,"00...23,99"
Pregunta P10.6.2 ¿A cuánto tiempo le queda el cajero automático que usa regularmente? - MINUTOS,2,C,p10_6_2,p10_6_2,"00...59,99"
"Pregunta P10.7 De junio de 2023 a la fecha, ¿ha utilizado alguna tienda o comercio como Oxxo (farmacias, Walmart, Yastás, Telecomm, ahora Financiera para el Bienestar, entre otros) para retirar dinero, depositar efectivo o pagar servicios (luz, agua, predial, etcétera)?",1,C,p10_7,p10_7,"1,2"
"Pregunta P10.8 ¿Cuál es la razón principal por la que no ha utilizado estas tiendas o comercios para pagar servicios, retirar o depositar dinero?",1,C,p10_8,p10_8,1...9
Pregunta P10.9.1 ¿A cuánto tiempo le queda la tienda o comercio que usa regularmente? - HORAS,2,C,p10_9_1,p10_9_1,"00...23,99"
Pregunta P10.9.2 ¿A cuánto tiempo le queda la tienda o comercio que usa regularmente? - MINUTOS,2,C,p10_9_2,p10_9_2,"00...59,99"
"Pregunta P11.1.1 Si usted tuviera que solicitar los servicios de un banco o cualquier otra institución financiera, ¿considera que recibiría toda la información necesaria?",1,C,p11_1_1,p11_1_1,"1,2,9"
"Pregunta P11.1.2 Si usted tuviera que solicitar los servicios de un banco o cualquier otra institución financiera, ¿considera que resolverían su necesidad o problema económico?",1,C,p11_1_2,p11_1_2,"1,2,9"
"Pregunta P11.1.3 Si usted tuviera que solicitar los servicios de un banco o cualquier otra institución financiera, ¿considera que estaría seguro su dinero?",1,C,p11_1_3,p11_1_3,"1,2,9"
"Pregunta P11.1.4 Si usted tuviera que solicitar los servicios de un banco o cualquier otra institución financiera, ¿considera que resolverían sus quejas y reclamaciones?",1,C,p11_1_4,p11_1_4,"1,2,9"
"Pregunta P11.1.5 Si usted tuviera que solicitar los servicios de un banco o cualquier otra institución financiera, ¿considera que protegerían sus datos personales?",1,C,p11_1_5,p11_1_5,"1,2,9"
"Pregunta P11.2.1 En los últimos tres años, de junio de 2021 a la fecha ¿le han clonado su tarjeta de débito o crédito para utilizarla sin su autorización?",1,C,p11_2_1,p11_2_1,"1,2,9"
"Pregunta P11.2.2 En los últimos tres años, de junio de 2021 a la fecha ¿han utilizado, sin su autorización, sus datos personales para sacar dinero, contratar un crédito u otro servicio (robo de identidad)?",1,C,p11_2_2,p11_2_2,"1,2,9"
"Pregunta P11.2.3 En los últimos tres años, de junio de 2021 a la fecha ¿le han marcado a su teléfono (de casa o celular) de forma insistente para ofrecerle productos financieros?",1,C,p11_2_3,p11_2_3,"1,2,9"
"Pregunta P11.3.1 Si tuviera un problema con sus ahorros, un crédito, tarjeta de crédito, seguros o Afore, ¿a qué institución acudiría a presentar su queja? - AL BANCO O INSTITUCIÓN FINANCIERA",1,C,p11_3_1,p11_3_1,"0,1"
"Pregunta P11.3.2 Si tuviera un problema con sus ahorros, un crédito, tarjeta de crédito, seguros o Afore, ¿a qué institución acudiría a presentar su queja? - A LA CONDUSEF",1,C,p11_3_2,p11_3_2,"0,1"
"Pregunta P11.3.3 Si tuviera un problema con sus ahorros, un crédito, tarjeta de crédito, seguros o Afore, ¿a qué institución acudiría a presentar su queja? - A LA CONSAR",1,C,p11_3_3,p11_3_3,"0,1"
"Pregunta P11.3.4 Si tuviera un problema con sus ahorros, un crédito, tarjeta de crédito, seguros o Afore, ¿a qué institución acudiría a presentar su queja? - A LA PROFECO/ PROFEDET",1,C,p11_3_4,p11_3_4,"0,1"
"Pregunta P11.3.5 Si tuviera un problema con sus ahorros, un crédito, tarjeta de crédito, seguros o Afore, ¿a qué institución acudiría a presentar su queja? - AL IMSS O ISSSTE",1,C,p11_3_5,p11_3_5,"0,1"
"Pregunta P11.3.6 Si tuviera un problema con sus ahorros, un crédito, tarjeta de crédito, seguros o Afore, ¿a qué institución acudiría a presentar su queja? - OTRO",1,C,p11_3_6,p11_3_6,"0,1"
"Pregunta P11.3.9 Si tuviera un problema con sus ahorros, un crédito, tarjeta de crédito, seguros o Afore, ¿a qué institución acudiría a presentar su queja? - NO SABE",1,C,p11_3_9,p11_3_9,"0,1"
"Pregunta P11.4 ¿Ha presentado usted alguna queja, reclamo o demanda en un banco, institución financiera o con alguna autoridad?",1,C,p11_4,p11_4,1...3
Pregunta P11.5 ¿Por qué no ha presentado su queja?,1,C,p11_5,p11_5,1...7
"Pregunta P11.6.1 Por favor, dígame si ¿cambia con frecuencia las contraseñas de los sitios de internet en donde realiza compras o pagos?",1,C,p11_6_1,p11_6_1,1...3
"Pregunta P11.6.2 Por favor, dígame si ¿comparte información sobre sus finanzas personales en redes sociales?",1,C,p11_6_2,p11_6_2,1...3
"Pregunta P11.6.3 Por favor, dígame si ¿cree que cualquier persona puede hacer operaciones financieras por internet?",1,C,p11_6_3,p11_6_3,1...3
"Pregunta P11.6.4 Por favor, dígame si antes de contratar un producto financiero, ¿revisa que la institución esté regulada?",1,C,p11_6_4,p11_6_4,1...3
"Pregunta P11.7 ¿Recibe notificaciones por mensajes de texto, alertas o correos electrónicos cuando hace movimientos en sus tarjetas o cuentas?",1,C,p11_7,p11_7,"1,2,9"
"Pregunta P12.1 Si usted le presta 25 pesos a una amiga o amigo y a la siguiente semana le regresa los 25 pesos, ¿cuánto le pagó de interés?",1,C,p12_1,p12_1,"1,2,9"
"Pregunta P12.2 Supongamos que deposita 100 pesos en una cuenta de ahorro que le da una ganancia del 2 % al año. Si no realiza depósitos ni retiros, incluyendo los intereses, ¿cuánto tendrá al final del año?",1,C,p12_2,p12_2,"1...3,8,9"
"Pregunta P12.3 Si deposita 100 pesos en una cuenta de ahorro que le da una ganancia del 2 % al año y no hace depósitos ni retiros, considerando que los intereses se reinvierten, ¿usted tendrá al final de cinco años...?",1,C,p12_3,p12_3,"1...3,8,9"
"Pregunta P12.4 Si le regalan $1 000 pesos, pero tiene que esperar un año para gastarlo y en ese año la inflación es de 5 %, ¿usted podría comprar...?",1,C,p12_4,p12_4,"1...3,9"
"Pregunta P13.1 Las decisiones sobre cómo se gasta o ahorra el dinero en su hogar, ¿las toma(n)...?",1,C,p13_1,p13_1,1...3
Pregunta P13.2.1 ¿Usted es propietaria(o) de alguna vivienda o departamento?,1,C,p13_2_1,p13_2_1,"1,2"
Pregunta P13.3.1 ¿Compró o adquirió su(s) vivienda o departamento principalmente con…?,1,C,p13_3_1,p13_3_1,1...6
"Pregunta P13.4.1 ¿Cualquier decisión sobre vender, rentar o prestar su vivienda o departamento...?",1,C,p13_4_1,p13_4_1,"1...3,9"
"Pregunta P13.2.2 ¿Usted es propietaria(o) de algún automóvil, camioneta, camión, tráiler o moto?",1,C,p13_2_2,p13_2_2,"1,2"
"Pregunta P13.3.2 ¿Compró o adquirió su(s) automóvil, camioneta, camión, tráiler o moto principalmente con…?",1,C,p13_3_2,p13_3_2,1...6
"Pregunta P13.4.2 ¿Cualquier decisión sobre vender, rentar o prestar su automóvil, camioneta, camión, tráiler o moto…?",1,C,p13_4_2,p13_4_2,1...3
Pregunta P13.2.3 ¿Usted es propietaria(o) de alguna tierra de cultivo o terreno?,1,C,p13_2_3,p13_2_3,"1,2"
Pregunta P13.3.3 ¿Compró o adquirió su(s) tierra de cultivo o terreno principalmente con...?,1,C,p13_3_3,p13_3_3,1...6
"Pregunta P13.4.3 ¿Cualquier decisión sobre vender, rentar o prestar su tierra de cultivo o terreno...?",1,C,p13_4_3,p13_4_3,"1...3,9"
Pregunta P13.2.4 ¿Usted es propietaria(o) de otras propiedades?,1,C,p13_2_4,p13_2_4,"1,2"
Número de folio,5,C,folio,,00001...13303
Número de vivienda seleccionada,2,C,viv_sel,,01...22
Número de hogar en la vivienda,1,C,hogar,,1...5
Número de renglón de la persona elegida,2,C,n_ren,,01...12
Sexo del elegido,1,C,sexo,sexo,"1,2"
Tamaño de localidad,1,C,tloc,tloc,1...4
Región,1,C,region,region,1...6
Estrato de diseño,3,C,est_dis,,001...190
Unidad primaria de muestreo de diseño,5,C,upm_dis,,00001...02172
Factor de expansión a nivel persona,6,C,fac_per,,126...106896
